index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
93173,12.0,24.0,1.0,192.0,256.0,50.0,1.0,50.0,-1778.52144245991,False
269081,24.0,20.0,1.0,64.0,256.0,256.0,3.0,50.0,-1901.90838653965,True
154063,16.0,24.0,1.0,96.0,256.0,256.0,2.0,2.0,-1603.55822886987,True
101809,12.0,32.0,2.0,96.0,256.0,50.0,1.0,2.0,-1974.46324208871,False
108370,12.0,48.0,1.0,160.0,256.0,256.0,2.0,20.0,-1426.62902794161,True
337948,32.0,24.0,1.0,32.0,256.0,30.0,1.0,20.0,-1786.4679355789,False
92242,12.0,24.0,1.0,32.0,256.0,256.0,2.0,20.0,-1616.33015580019,True
92632,12.0,24.0,1.0,96.0,256.0,256.0,3.0,20.0,-1641.38696952397,False
291919,24.0,48.0,1.0,32.0,256.0,256.0,2.0,2.0,-1555.41893237458,True
93161,12.0,24.0,1.0,192.0,256.0,30.0,3.0,50.0,-1501.68437092715,False
50187,8.0,48.0,3.0,192.0,256.0,256.0,1.0,10.0,-3707.77528349183,False
93365,12.0,24.0,1.0,224.0,256.0,50.0,1.0,50.0,-1744.2406920102,False
46348,8.0,48.0,1.0,64.0,256.0,256.0,1.0,20.0,-2424.15612508841,False
93010,12.0,24.0,1.0,160.0,256.0,256.0,2.0,20.0,-1291.84741127166,True
277588,24.0,24.0,1.0,192.0,1024.0,50.0,1.0,20.0,-4153.83403424289,False
277036,24.0,24.0,1.0,96.0,1024.0,256.0,1.0,20.0,-3591.23860101575,True
277516,24.0,24.0,1.0,192.0,256.0,256.0,1.0,20.0,-2113.56129196144,False
46519,8.0,48.0,1.0,96.0,256.0,50.0,2.0,2.0,-1034.37119910961,False
93943,12.0,24.0,2.0,64.0,256.0,50.0,2.0,2.0,-1598.71653322347,False
278102,24.0,24.0,2.0,32.0,256.0,256.0,3.0,5.0,-1330.28010668956,True
377330,48.0,12.0,1.0,192.0,256.0,50.0,1.0,5.0,-1654.9278195822,False
217403,20.0,24.0,2.0,160.0,256.0,50.0,2.0,50.0,-1569.96074499754,False
92623,12.0,24.0,1.0,96.0,256.0,256.0,2.0,2.0,-1627.27962218895,True
33290,8.0,24.0,2.0,192.0,256.0,256.0,1.0,5.0,-1591.71166581952,True
279040,24.0,24.0,2.0,192.0,256.0,50.0,3.0,20.0,-2806.36415073892,False
84952,12.0,20.0,1.0,96.0,256.0,256.0,3.0,20.0,-1507.47830789004,True
339533,32.0,24.0,2.0,32.0,256.0,256.0,1.0,50.0,-1958.51238557182,True
401909,48.0,24.0,2.0,192.0,256.0,50.0,1.0,50.0,-2708.4499397799,False
30994,8.0,24.0,1.0,64.0,256.0,256.0,2.0,20.0,-1610.21783482948,True
399421,48.0,24.0,1.0,32.0,256.0,50.0,3.0,2.0,-2431.01166008036,False
277706,24.0,24.0,1.0,224.0,256.0,256.0,1.0,5.0,-1699.18232873176,True
