index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
51136,8.0,48.0,4.0,96.0,256.0,50.0,3.0,20.0,-3265.75830349238,False
414797,48.0,48.0,1.0,32.0,256.0,256.0,1.0,50.0,-2894.03086991331,False
66326,12.0,8.0,4.0,64.0,256.0,256.0,3.0,5.0,-2489.51615549831,True
300175,24.0,72.0,1.0,128.0,256.0,256.0,2.0,2.0,-1972.69198304183,True
461356,72.0,24.0,1.0,96.0,1024.0,256.0,1.0,20.0,-7320.372713982,True
441776,72.0,12.0,3.0,160.0,1024.0,256.0,2.0,5.0,-7247.37624676496,True
349906,32.0,32.0,3.0,224.0,256.0,256.0,2.0,20.0,-2454.46368252732,True
217625,20.0,24.0,2.0,192.0,256.0,256.0,3.0,50.0,-2690.61166944265,False
311837,32.0,8.0,4.0,32.0,256.0,30.0,1.0,50.0,-2125.68820763423,False
17556,8.0,16.0,2.0,128.0,256.0,256.0,3.0,1.0,-2252.68663266274,False
418228,48.0,48.0,3.0,96.0,256.0,50.0,1.0,20.0,-3869.35044832622,False
299959,24.0,72.0,1.0,96.0,256.0,50.0,2.0,2.0,-1976.92520758137,False
300145,24.0,72.0,1.0,128.0,256.0,50.0,1.0,2.0,-1266.69071927325,True
292465,24.0,48.0,1.0,128.0,256.0,50.0,1.0,2.0,-1394.02162059648,True
292849,24.0,48.0,1.0,192.0,256.0,50.0,1.0,2.0,-1584.3415014081,True
303217,24.0,72.0,3.0,128.0,256.0,50.0,1.0,2.0,-4710.18242328528,False
384652,48.0,16.0,1.0,128.0,256.0,256.0,1.0,20.0,-2470.97569279708,False
304369,24.0,72.0,4.0,64.0,256.0,50.0,1.0,2.0,-4504.28556310905,False
304183,24.0,72.0,4.0,32.0,256.0,50.0,2.0,2.0,-4198.81697362637,False
423025,48.0,72.0,1.0,128.0,256.0,50.0,1.0,2.0,-2142.67756442117,False
415930,48.0,48.0,1.0,224.0,256.0,50.0,2.0,20.0,-2450.50708372142,False
284787,24.0,32.0,1.0,128.0,256.0,50.0,1.0,10.0,-1519.59347268288,False
292469,24.0,48.0,1.0,128.0,256.0,50.0,1.0,50.0,-1422.49288976364,False
292492,24.0,48.0,1.0,128.0,256.0,256.0,1.0,20.0,-2072.04835554937,True
276917,24.0,24.0,1.0,96.0,256.0,50.0,1.0,50.0,-1411.1804492844,False
277684,24.0,24.0,1.0,224.0,256.0,50.0,1.0,20.0,-1748.58682824993,False
284789,24.0,32.0,1.0,128.0,256.0,50.0,1.0,50.0,-1460.07267105796,False
