index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
392717,48.0,20.0,1.0,192.0,256.0,256.0,1.0,50.0,-2571.19139111906,False
292287,24.0,48.0,1.0,96.0,256.0,50.0,3.0,10.0,-1540.08358160129,False
259062,24.0,12.0,4.0,192.0,256.0,50.0,2.0,1.0,-2673.00885008344,False
410751,48.0,32.0,3.0,128.0,256.0,50.0,3.0,10.0,-3149.47579219781,False
415546,48.0,48.0,1.0,160.0,256.0,50.0,2.0,20.0,-2314.44022015473,False
424379,48.0,72.0,2.0,96.0,256.0,50.0,2.0,50.0,-3389.72538077718,False
303797,24.0,72.0,3.0,224.0,256.0,50.0,1.0,50.0,-5313.28352613548,False
368786,48.0,8.0,1.0,32.0,1024.0,50.0,1.0,5.0,-7242.56243135505,False
174041,16.0,48.0,4.0,96.0,256.0,256.0,3.0,50.0,-4398.53554170105,False
370450,48.0,8.0,2.0,64.0,256.0,256.0,2.0,20.0,-2579.15560897353,False
338938,32.0,24.0,1.0,192.0,256.0,50.0,2.0,20.0,-1417.62630243386,False
368896,48.0,8.0,1.0,64.0,256.0,50.0,3.0,20.0,-2653.6685844052,False
292409,24.0,48.0,1.0,96.0,1024.0,256.0,3.0,50.0,-4156.82959566812,True
481042,72.0,48.0,4.0,64.0,256.0,256.0,2.0,20.0,-5832.00667800193,False
307257,32.0,8.0,1.0,32.0,256.0,50.0,2.0,10.0,-1473.8253271379,False
414995,48.0,48.0,1.0,64.0,256.0,256.0,2.0,50.0,-2776.48702140267,False
292377,24.0,48.0,1.0,96.0,1024.0,50.0,2.0,10.0,-4138.46794812585,True
292084,24.0,48.0,1.0,64.0,256.0,50.0,1.0,20.0,-2087.48176475576,False
292953,24.0,48.0,1.0,192.0,1024.0,50.0,2.0,10.0,-4746.59489755491,False
284435,24.0,32.0,1.0,64.0,256.0,256.0,2.0,50.0,-2346.2692959418,False
353741,32.0,48.0,1.0,96.0,256.0,256.0,1.0,50.0,-1779.14520853981,True
338385,32.0,24.0,1.0,96.0,256.0,256.0,2.0,10.0,-1565.79512611545,True
307594,32.0,8.0,1.0,96.0,256.0,10.0,2.0,20.0,-3371.44513384188,False
276880,24.0,24.0,1.0,96.0,256.0,10.0,3.0,20.0,-2300.32524155078,False
338458,32.0,24.0,1.0,96.0,1024.0,50.0,2.0,20.0,-5973.21132037643,False
338393,32.0,24.0,1.0,96.0,256.0,256.0,3.0,50.0,-2751.2375532682,False
346047,32.0,32.0,1.0,96.0,256.0,50.0,3.0,10.0,-1968.45465695537,False
338937,32.0,24.0,1.0,192.0,256.0,50.0,2.0,10.0,-1342.40356345011,False
354305,32.0,48.0,1.0,192.0,256.0,50.0,3.0,50.0,-1217.0153567635,False
338368,32.0,24.0,1.0,96.0,256.0,50.0,3.0,20.0,-2635.4649808528,False
354297,32.0,48.0,1.0,192.0,256.0,50.0,2.0,10.0,-1363.30564469273,False
354293,32.0,48.0,1.0,192.0,256.0,50.0,1.0,50.0,-1600.82524793524,False
354417,32.0,48.0,1.0,192.0,1024.0,256.0,2.0,10.0,-8301.16779459363,False
355955,32.0,48.0,2.0,192.0,1024.0,256.0,2.0,50.0,-6555.67880115401,True
354322,32.0,48.0,1.0,192.0,256.0,256.0,2.0,20.0,-2100.98193294948,True
338962,32.0,24.0,1.0,192.0,256.0,256.0,2.0,20.0,-1415.82071455304,True
308242,32.0,8.0,1.0,192.0,256.0,256.0,2.0,20.0,-1997.84058820851,False
338939,32.0,24.0,1.0,192.0,256.0,50.0,2.0,50.0,-1468.69503828689,False
338188,32.0,24.0,1.0,64.0,256.0,256.0,1.0,20.0,-1295.74456518416,True
337984,32.0,24.0,1.0,32.0,256.0,50.0,3.0,20.0,-1248.46838336131,False
338296,32.0,24.0,1.0,64.0,1024.0,256.0,3.0,20.0,-5111.26446989668,True
338164,32.0,24.0,1.0,64.0,256.0,50.0,1.0,20.0,-1350.42062498536,False
338967,32.0,24.0,1.0,192.0,256.0,256.0,3.0,10.0,-2421.90592297795,False
338009,32.0,24.0,1.0,32.0,256.0,256.0,3.0,50.0,-2231.08843836136,False
338944,32.0,24.0,1.0,192.0,256.0,50.0,3.0,20.0,-2158.54898205952,False
355672,32.0,48.0,2.0,160.0,256.0,256.0,3.0,20.0,-2285.79220093661,True
