index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
325115,32.0,16.0,2.0,192.0,256.0,50.0,2.0,50.0,-2317.42880391488,True
172873,16.0,48.0,3.0,160.0,256.0,256.0,1.0,2.0,-3092.20398409545,True
410956,48.0,32.0,3.0,160.0,256.0,256.0,1.0,20.0,-2997.77324081458,True
386297,48.0,16.0,2.0,128.0,1024.0,256.0,3.0,50.0,-6787.14334514267,True
365630,32.0,72.0,4.0,32.0,256.0,50.0,3.0,5.0,-5491.10506846924,True
353747,32.0,48.0,1.0,96.0,256.0,256.0,2.0,50.0,-1901.93844449293,True
112599,12.0,48.0,4.0,96.0,256.0,256.0,3.0,10.0,-3717.60907882933,True
280108,24.0,24.0,3.0,96.0,1024.0,256.0,1.0,20.0,-5980.10830855507,True
295348,24.0,48.0,3.0,96.0,256.0,50.0,1.0,20.0,-4263.00583839685,True
322924,32.0,16.0,1.0,64.0,1024.0,256.0,1.0,20.0,-5290.33559798345,True
373336,48.0,8.0,4.0,32.0,256.0,256.0,3.0,20.0,-3884.61500094994,True
468947,72.0,32.0,1.0,96.0,256.0,256.0,2.0,50.0,-2675.43739362596,True
357202,32.0,48.0,3.0,160.0,256.0,256.0,2.0,20.0,-3116.05331914897,True
415187,48.0,48.0,1.0,96.0,256.0,256.0,2.0,50.0,-2898.9355262099,True
263122,24.0,16.0,2.0,96.0,256.0,256.0,2.0,20.0,-2248.40882056736,True
169519,16.0,48.0,1.0,96.0,1024.0,256.0,2.0,2.0,-5080.10938067135,True
362771,32.0,72.0,2.0,64.0,256.0,256.0,2.0,50.0,-2766.0544163127,True
293627,24.0,48.0,2.0,64.0,256.0,50.0,2.0,50.0,-1991.39681277987,True
40397,8.0,32.0,2.0,96.0,256.0,256.0,1.0,50.0,-1612.3093377672,True
17548,8.0,16.0,2.0,128.0,256.0,256.0,1.0,20.0,-1696.72804011287,True
317043,32.0,12.0,2.0,128.0,256.0,50.0,1.0,10.0,-1465.29659850008,True
94137,12.0,24.0,2.0,96.0,256.0,50.0,2.0,10.0,-1471.52086709283,True
224339,20.0,32.0,2.0,32.0,256.0,256.0,2.0,50.0,-1707.42634235988,True
309178,32.0,8.0,2.0,96.0,256.0,50.0,2.0,20.0,-1446.99135210909,True
155213,16.0,24.0,2.0,32.0,256.0,256.0,1.0,50.0,-1965.3037003295,True
340307,32.0,24.0,2.0,160.0,256.0,256.0,2.0,50.0,-1789.53894756627,True
347593,32.0,32.0,2.0,96.0,256.0,256.0,1.0,2.0,-1685.00051276902,True
317259,32.0,12.0,2.0,160.0,256.0,256.0,1.0,10.0,-2217.67228543981,True
347962,32.0,32.0,2.0,160.0,256.0,50.0,2.0,20.0,-1476.08503561216,True
40354,8.0,32.0,2.0,96.0,256.0,30.0,2.0,20.0,-1286.85838486528,True
409042,48.0,32.0,2.0,96.0,256.0,256.0,2.0,20.0,-3169.78486570225,True
347716,32.0,32.0,2.0,128.0,256.0,10.0,1.0,20.0,-2502.50819581996,True
408652,48.0,32.0,2.0,32.0,256.0,256.0,1.0,20.0,-2756.57149642944,True
285967,24.0,32.0,2.0,64.0,256.0,256.0,2.0,2.0,-2531.94549294277,True
348347,32.0,32.0,2.0,224.0,256.0,50.0,2.0,50.0,-2119.85885322287,True
250811,24.0,8.0,4.0,96.0,256.0,50.0,2.0,50.0,-3239.02770769176,True
340235,32.0,24.0,2.0,160.0,256.0,10.0,2.0,50.0,-2817.39762195382,True
362912,32.0,72.0,2.0,96.0,256.0,30.0,2.0,5.0,-3144.89813061302,True
40401,8.0,32.0,2.0,96.0,256.0,256.0,2.0,10.0,-1678.9251099457,True
286505,24.0,32.0,2.0,160.0,256.0,30.0,3.0,50.0,-2496.02789199475,True
407890,48.0,32.0,1.0,160.0,256.0,256.0,2.0,20.0,-1997.12209614954,True
353722,32.0,48.0,1.0,96.0,256.0,50.0,2.0,20.0,-1510.02715620746,True
225250,20.0,32.0,2.0,192.0,256.0,30.0,2.0,20.0,-1816.61588470292,True
355633,32.0,48.0,2.0,160.0,256.0,50.0,1.0,2.0,-3012.58193336628,True
309154,32.0,8.0,2.0,96.0,256.0,30.0,2.0,20.0,-2043.455297866,True
478156,72.0,48.0,2.0,96.0,256.0,256.0,1.0,20.0,-3425.45860416513,True
10250,8.0,12.0,2.0,192.0,256.0,256.0,1.0,5.0,-1463.70337461042,True
357177,32.0,48.0,3.0,160.0,256.0,50.0,2.0,10.0,-3349.32262865148,True
