index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
293452,24.0,48.0,2.0,32.0,256.0,256.0,1.0,20.0,-1821.66129035336,True
188987,20.0,8.0,4.0,32.0,256.0,50.0,2.0,50.0,-2362.55326278845,False
415925,48.0,48.0,1.0,224.0,256.0,50.0,1.0,50.0,-2229.82075364227,False
24064,8.0,20.0,1.0,192.0,256.0,50.0,3.0,20.0,-1221.87427381898,False
107761,12.0,48.0,1.0,64.0,256.0,50.0,1.0,2.0,-1477.39492857296,False
411892,48.0,32.0,4.0,64.0,256.0,50.0,1.0,20.0,-4413.75435425339,False
295733,24.0,48.0,3.0,160.0,256.0,50.0,1.0,50.0,-3244.11991041392,False
338098,32.0,24.0,1.0,32.0,1024.0,256.0,2.0,20.0,-6701.38138767911,False
373024,48.0,8.0,3.0,224.0,1024.0,50.0,3.0,20.0,-7984.86369913758,False
266931,24.0,16.0,4.0,224.0,256.0,50.0,1.0,10.0,-2117.20041276192,False
410680,48.0,32.0,3.0,96.0,1024.0,256.0,3.0,20.0,-7262.59124052533,True
24640,8.0,20.0,2.0,32.0,256.0,50.0,3.0,20.0,-1782.41073721887,False
423436,48.0,72.0,1.0,192.0,256.0,256.0,1.0,20.0,-3155.7884327248,False
239068,20.0,72.0,1.0,192.0,256.0,30.0,1.0,20.0,-2210.74830197068,False
477208,72.0,48.0,1.0,192.0,256.0,256.0,3.0,20.0,-3296.90622838064,True
109325,12.0,48.0,2.0,64.0,256.0,256.0,1.0,50.0,-1738.00629316675,True
108663,12.0,48.0,1.0,192.0,1024.0,256.0,3.0,10.0,-4287.73223613712,True
44308,8.0,32.0,4.0,224.0,1024.0,50.0,1.0,20.0,-7712.60715458911,True
109972,12.0,48.0,2.0,160.0,1024.0,50.0,1.0,20.0,-5417.16696726298,True
108556,12.0,48.0,1.0,192.0,256.0,256.0,1.0,20.0,-1885.98281208927,False
392152,48.0,20.0,1.0,96.0,256.0,256.0,3.0,20.0,-1912.82159155819,True
47860,8.0,48.0,2.0,64.0,256.0,50.0,1.0,20.0,-2019.41897365418,False
86477,12.0,20.0,2.0,96.0,256.0,256.0,1.0,50.0,-1813.75592128401,True
292277,24.0,48.0,1.0,96.0,256.0,50.0,1.0,50.0,-1722.85214303861,False
109804,12.0,48.0,2.0,128.0,1024.0,256.0,1.0,20.0,-6644.05693192577,True
84916,12.0,20.0,1.0,96.0,256.0,50.0,1.0,20.0,-1769.51539255613,False
109108,12.0,48.0,2.0,32.0,256.0,50.0,1.0,20.0,-1646.1650102465,False
291893,24.0,48.0,1.0,32.0,256.0,50.0,1.0,50.0,-1159.83747219545,False
293812,24.0,48.0,2.0,96.0,256.0,50.0,1.0,20.0,-1677.37255437595,False
209369,20.0,20.0,2.0,96.0,256.0,256.0,3.0,50.0,-1337.39441634746,True
453207,72.0,20.0,1.0,32.0,256.0,256.0,3.0,10.0,-2303.32071621061,True
271361,24.0,20.0,2.0,192.0,256.0,50.0,3.0,50.0,-1823.67065349573,False
147917,16.0,20.0,2.0,96.0,256.0,256.0,1.0,50.0,-2534.43996007727,False
431113,72.0,8.0,1.0,192.0,256.0,256.0,1.0,2.0,-2602.17061585713,True
85523,12.0,20.0,1.0,192.0,256.0,256.0,2.0,50.0,-1101.45937507898,True
25717,8.0,20.0,2.0,192.0,1024.0,256.0,3.0,2.0,-3993.6357083686,True
87029,12.0,20.0,2.0,192.0,256.0,50.0,1.0,50.0,-1893.88967055289,False
26573,8.0,20.0,3.0,96.0,256.0,256.0,1.0,50.0,-2575.16180372307,False
84563,12.0,20.0,1.0,32.0,256.0,256.0,2.0,50.0,-1795.5147995389,True
107669,12.0,48.0,1.0,32.0,1024.0,50.0,1.0,50.0,-3909.72892618762,True
