index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
242765,20.0,72.0,4.0,32.0,256.0,256.0,1.0,50.0,-3810.17726782173,True
414969,48.0,48.0,1.0,64.0,256.0,50.0,2.0,10.0,-2953.04194091735,True
51682,8.0,48.0,4.0,192.0,256.0,30.0,2.0,20.0,-3432.48856706819,True
8152,8.0,12.0,1.0,96.0,256.0,256.0,3.0,20.0,-1487.80404895912,True
311314,32.0,8.0,3.0,192.0,256.0,256.0,2.0,20.0,-1958.67008376569,True
223443,20.0,32.0,1.0,128.0,1024.0,50.0,1.0,10.0,-5851.05868590758,True
100613,12.0,32.0,1.0,160.0,256.0,10.0,1.0,50.0,-1588.8157422167,True
216773,20.0,24.0,2.0,64.0,256.0,10.0,1.0,50.0,-1957.66030920117,True
368789,48.0,8.0,1.0,32.0,1024.0,50.0,1.0,50.0,-9102.73105789255,True
402033,48.0,24.0,2.0,192.0,1024.0,256.0,2.0,10.0,-7124.24968177738,True
353334,32.0,48.0,1.0,32.0,256.0,50.0,2.0,1.0,-1487.619887928,True
46090,8.0,48.0,1.0,32.0,256.0,10.0,2.0,20.0,-1771.12974762175,True
377175,48.0,12.0,1.0,160.0,256.0,256.0,3.0,10.0,-2458.88441648417,True
437967,72.0,12.0,1.0,64.0,256.0,10.0,3.0,10.0,-5482.94499716339,True
856,8.0,8.0,1.0,160.0,256.0,256.0,3.0,20.0,-1255.65759066855,True
7960,8.0,12.0,1.0,64.0,256.0,256.0,3.0,20.0,-2073.07960722214,True
8343,8.0,12.0,1.0,128.0,256.0,256.0,3.0,10.0,-1307.75910557003,True
7960,8.0,12.0,1.0,64.0,256.0,256.0,3.0,20.0,-2073.07960722214,True
257,8.0,8.0,1.0,64.0,256.0,50.0,3.0,50.0,-1086.6246734947,True
284620,24.0,32.0,1.0,96.0,256.0,256.0,1.0,20.0,-1933.03184121854,True
46908,8.0,48.0,1.0,160.0,256.0,50.0,3.0,1.0,-1727.89421656804,True
827,8.0,8.0,1.0,160.0,256.0,50.0,2.0,50.0,-736.482302718985,True
9275,8.0,12.0,2.0,32.0,256.0,50.0,2.0,50.0,-1277.32096030425,True
196115,20.0,12.0,3.0,192.0,256.0,256.0,2.0,50.0,-2265.8169457892,True
310331,32.0,8.0,3.0,32.0,256.0,50.0,2.0,50.0,-2020.85552181994,True
185621,20.0,8.0,1.0,224.0,1024.0,50.0,1.0,50.0,-4246.65439774017,True
851,8.0,8.0,1.0,160.0,256.0,256.0,2.0,50.0,-1739.86981579228,True
56128,8.0,72.0,2.0,160.0,256.0,50.0,3.0,20.0,-2587.22258296778,True
257,8.0,8.0,1.0,64.0,256.0,50.0,3.0,50.0,-1086.6246734947,True
47009,8.0,48.0,1.0,160.0,1024.0,50.0,3.0,50.0,-4099.91035557139,True
50753,8.0,48.0,4.0,32.0,256.0,50.0,3.0,50.0,-3304.406940536,True
46907,8.0,48.0,1.0,160.0,256.0,50.0,2.0,50.0,-1126.8299174118,True
7752,8.0,12.0,1.0,32.0,256.0,256.0,1.0,1.0,-1816.18821807374,True
376961,48.0,12.0,1.0,128.0,256.0,50.0,3.0,50.0,-2189.56593916928,True
255,8.0,8.0,1.0,64.0,256.0,50.0,3.0,10.0,-808.004340312192,True
2463,8.0,8.0,2.0,160.0,1024.0,50.0,3.0,10.0,-5492.49384884669,True
308026,32.0,8.0,1.0,160.0,256.0,50.0,2.0,20.0,-1221.35052379365,True
7947,8.0,12.0,1.0,64.0,256.0,256.0,1.0,10.0,-1894.58246230509,True
130839,16.0,12.0,1.0,64.0,256.0,256.0,3.0,10.0,-1562.32051123673,True
640,8.0,8.0,1.0,128.0,256.0,50.0,3.0,20.0,-1571.71212743002,True
46717,8.0,48.0,1.0,128.0,256.0,50.0,3.0,2.0,-1363.32910001176,True
827,8.0,8.0,1.0,160.0,256.0,50.0,2.0,50.0,-736.482302718985,True
372185,48.0,8.0,3.0,96.0,256.0,256.0,3.0,50.0,-2302.02326277391,True
