index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
432745,72.0,8.0,2.0,192.0,1024.0,256.0,1.0,2.0,-10139.3562040384,False
9555,8.0,12.0,2.0,64.0,1024.0,50.0,1.0,10.0,-4300.92830588547,False
404386,48.0,24.0,4.0,96.0,256.0,30.0,2.0,20.0,-4035.6898334457,False
319216,32.0,12.0,3.0,224.0,1024.0,10.0,3.0,20.0,-10223.0080406515,False
353482,32.0,48.0,1.0,64.0,256.0,10.0,2.0,20.0,-2785.22833085571,False
47285,8.0,48.0,1.0,224.0,256.0,50.0,1.0,50.0,-1464.79719406473,False
371776,48.0,8.0,3.0,32.0,256.0,50.0,3.0,20.0,-3049.38809067314,False
347426,32.0,32.0,2.0,64.0,1024.0,10.0,1.0,5.0,-10446.865707651,False
357962,32.0,48.0,4.0,32.0,256.0,256.0,1.0,5.0,-2805.73961933811,True
170169,16.0,48.0,1.0,224.0,256.0,50.0,2.0,10.0,-1718.86827045521,False
312267,32.0,8.0,4.0,96.0,256.0,256.0,1.0,10.0,-3178.6315425214,False
47285,8.0,48.0,1.0,224.0,256.0,50.0,1.0,50.0,-1464.79719406473,False
47285,8.0,48.0,1.0,224.0,256.0,50.0,1.0,50.0,-1464.79719406473,False
47285,8.0,48.0,1.0,224.0,256.0,50.0,1.0,50.0,-1464.79719406473,False
47309,8.0,48.0,1.0,224.0,256.0,256.0,1.0,50.0,-1845.59081676794,False
47309,8.0,48.0,1.0,224.0,256.0,256.0,1.0,50.0,-1845.59081676794,False
47381,8.0,48.0,1.0,224.0,1024.0,50.0,1.0,50.0,-5698.10210257826,False
47309,8.0,48.0,1.0,224.0,256.0,256.0,1.0,50.0,-1845.59081676794,False
47285,8.0,48.0,1.0,224.0,256.0,50.0,1.0,50.0,-1464.79719406473,False
47237,8.0,48.0,1.0,224.0,256.0,10.0,1.0,50.0,-1710.8199149278,False
47309,8.0,48.0,1.0,224.0,256.0,256.0,1.0,50.0,-1845.59081676794,False
47285,8.0,48.0,1.0,224.0,256.0,50.0,1.0,50.0,-1464.79719406473,False
47381,8.0,48.0,1.0,224.0,1024.0,50.0,1.0,50.0,-5698.10210257826,False
47381,8.0,48.0,1.0,224.0,1024.0,50.0,1.0,50.0,-5698.10210257826,False
47309,8.0,48.0,1.0,224.0,256.0,256.0,1.0,50.0,-1845.59081676794,False
47285,8.0,48.0,1.0,224.0,256.0,50.0,1.0,50.0,-1464.79719406473,False
1229,8.0,8.0,1.0,224.0,256.0,256.0,1.0,50.0,-1706.22148228975,False
47333,8.0,48.0,1.0,224.0,1024.0,10.0,1.0,50.0,-7089.34064210567,False
46130,8.0,48.0,1.0,32.0,256.0,50.0,1.0,5.0,-1166.38176301288,False
354435,32.0,48.0,1.0,224.0,256.0,10.0,1.0,10.0,-3030.92121525734,False
410,8.0,8.0,1.0,96.0,256.0,30.0,1.0,5.0,-1036.71863526413,False
46352,8.0,48.0,1.0,64.0,256.0,256.0,2.0,5.0,-1893.81863711011,True
46544,8.0,48.0,1.0,96.0,256.0,256.0,2.0,5.0,-1892.15127182075,True
46161,8.0,48.0,1.0,32.0,256.0,256.0,2.0,10.0,-2023.70381556223,False
46130,8.0,48.0,1.0,32.0,256.0,50.0,1.0,5.0,-1166.38176301288,False
47114,8.0,48.0,1.0,192.0,256.0,256.0,1.0,5.0,-1519.67372617341,True
842,8.0,8.0,1.0,160.0,256.0,256.0,1.0,5.0,-1635.57741206664,False
23090,8.0,20.0,1.0,32.0,256.0,50.0,1.0,5.0,-931.002531685212,False
47198,8.0,48.0,1.0,192.0,1024.0,50.0,3.0,5.0,-5275.74609479671,False
476402,72.0,48.0,1.0,64.0,256.0,50.0,1.0,5.0,-2830.14510654391,False
50738,8.0,48.0,4.0,32.0,256.0,50.0,1.0,5.0,-3977.28873454519,False
107594,12.0,48.0,1.0,32.0,256.0,256.0,1.0,5.0,-1892.23840797244,False
47114,8.0,48.0,1.0,192.0,256.0,256.0,1.0,5.0,-1519.67372617341,True
354290,32.0,48.0,1.0,192.0,256.0,50.0,1.0,5.0,-1473.38142067744,False
353546,32.0,48.0,1.0,64.0,256.0,256.0,1.0,5.0,-2582.81585259174,False
46922,8.0,48.0,1.0,160.0,256.0,256.0,1.0,5.0,-1552.0061099617,True
47186,8.0,48.0,1.0,192.0,1024.0,50.0,1.0,5.0,-5218.30234970935,False
47090,8.0,48.0,1.0,192.0,256.0,50.0,1.0,5.0,-1861.62180516996,False
292082,24.0,48.0,1.0,64.0,256.0,50.0,1.0,5.0,-2075.8788254343,False
50,8.0,8.0,1.0,32.0,256.0,50.0,1.0,5.0,-1270.06204514196,False
476210,72.0,48.0,1.0,32.0,256.0,50.0,1.0,5.0,-2694.99096958725,False
46154,8.0,48.0,1.0,32.0,256.0,256.0,1.0,5.0,-2342.02187653435,False
46160,8.0,48.0,1.0,32.0,256.0,256.0,2.0,5.0,-1815.0096988069,True
23090,8.0,20.0,1.0,32.0,256.0,50.0,1.0,5.0,-931.002531685212,False
46131,8.0,48.0,1.0,32.0,256.0,50.0,1.0,10.0,-1755.61991505971,False
23867,8.0,20.0,1.0,160.0,256.0,50.0,2.0,50.0,-1654.10136783645,False
23112,8.0,20.0,1.0,32.0,256.0,256.0,1.0,1.0,-1677.97158023882,True
26547,8.0,20.0,3.0,96.0,256.0,50.0,1.0,10.0,-1674.68077959925,False
23093,8.0,20.0,1.0,32.0,256.0,50.0,1.0,50.0,-1401.11950225856,False
208153,20.0,20.0,1.0,160.0,256.0,30.0,1.0,2.0,-811.609334867478,True
207817,20.0,20.0,1.0,96.0,256.0,256.0,1.0,2.0,-1924.7623045743,False
145995,16.0,20.0,1.0,32.0,256.0,256.0,1.0,10.0,-1567.15792148349,True
85517,12.0,20.0,1.0,192.0,256.0,256.0,1.0,50.0,-1552.16262943902,True
391709,48.0,20.0,1.0,32.0,256.0,30.0,1.0,50.0,-1885.11740901941,False
207386,20.0,20.0,1.0,32.0,256.0,30.0,1.0,5.0,-1651.84339366909,False
61705,12.0,8.0,1.0,64.0,256.0,256.0,1.0,2.0,-1546.82756356956,True
23078,8.0,20.0,1.0,32.0,256.0,30.0,3.0,5.0,-1374.2195462572,False
54580,8.0,72.0,1.0,160.0,256.0,50.0,1.0,20.0,-989.522116731305,True
54747,8.0,72.0,1.0,192.0,256.0,30.0,1.0,10.0,-2532.91569182469,False
23833,8.0,20.0,1.0,160.0,256.0,30.0,1.0,2.0,-1573.66128006855,False
208177,20.0,20.0,1.0,160.0,256.0,50.0,1.0,2.0,-1511.85902442102,False
