index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
8704,8.0,12.0,1.0,192.0,256.0,50.0,3.0,20.0,-1725.80326457107,False
358907,32.0,48.0,4.0,192.0,256.0,50.0,2.0,50.0,-4348.41872748529,False
287860,24.0,32.0,3.0,128.0,256.0,50.0,1.0,20.0,-2541.08699991067,False
169804,16.0,48.0,1.0,160.0,256.0,256.0,1.0,20.0,-2285.9989996085,False
326243,32.0,16.0,3.0,128.0,256.0,30.0,2.0,50.0,-1650.12968660361,False
427444,48.0,72.0,4.0,96.0,256.0,50.0,1.0,20.0,-5698.4220760728,False
363532,32.0,72.0,2.0,192.0,256.0,256.0,1.0,20.0,-2953.55805105961,True
46156,8.0,48.0,1.0,32.0,256.0,256.0,1.0,20.0,-1393.77663548695,True
193973,20.0,12.0,2.0,96.0,256.0,50.0,1.0,50.0,-1507.99959607273,False
246679,24.0,8.0,1.0,160.0,1024.0,50.0,2.0,2.0,-4111.13008425392,False
392908,48.0,20.0,1.0,224.0,256.0,256.0,1.0,20.0,-2970.53286897354,False
47116,8.0,48.0,1.0,192.0,256.0,256.0,1.0,20.0,-1939.39651742536,False
416500,48.0,48.0,2.0,64.0,256.0,50.0,1.0,20.0,-2804.79513769934,False
422477,48.0,72.0,1.0,32.0,256.0,256.0,1.0,50.0,-2006.97290958056,True
301108,24.0,72.0,2.0,32.0,256.0,50.0,1.0,20.0,-2228.4693195385,True
226642,20.0,32.0,3.0,160.0,256.0,256.0,2.0,20.0,-2264.86110478771,True
46528,8.0,48.0,1.0,96.0,256.0,50.0,3.0,20.0,-1469.09975514374,False
8621,8.0,12.0,1.0,160.0,1024.0,256.0,1.0,50.0,-2902.78332218485,True
361802,32.0,72.0,1.0,160.0,256.0,256.0,1.0,5.0,-1931.04360395867,True
333376,32.0,20.0,3.0,32.0,256.0,50.0,3.0,20.0,-2546.8285980931,False
46552,8.0,48.0,1.0,96.0,256.0,256.0,3.0,20.0,-2265.57013156929,False
415181,48.0,48.0,1.0,96.0,256.0,256.0,1.0,50.0,-2437.37335536816,False
10227,8.0,12.0,2.0,192.0,256.0,50.0,1.0,10.0,-1944.43121909658,False
353549,32.0,48.0,1.0,64.0,256.0,256.0,1.0,50.0,-1693.77615383517,True
47117,8.0,48.0,1.0,192.0,256.0,256.0,1.0,50.0,-1435.38334939987,True
353739,32.0,48.0,1.0,96.0,256.0,256.0,1.0,10.0,-1506.18268971727,True
47117,8.0,48.0,1.0,192.0,256.0,256.0,1.0,50.0,-1435.38334939987,True
169426,16.0,48.0,1.0,96.0,256.0,256.0,2.0,20.0,-2046.07341609725,False
414850,48.0,48.0,1.0,32.0,1024.0,30.0,2.0,20.0,-5569.40070552002,False
234783,20.0,48.0,3.0,224.0,1024.0,50.0,3.0,10.0,-11858.7705713631,False
353740,32.0,48.0,1.0,96.0,256.0,256.0,1.0,20.0,-2262.0343019507,True
46493,8.0,48.0,1.0,96.0,256.0,30.0,1.0,50.0,-1769.62623042047,False
48636,8.0,48.0,2.0,192.0,256.0,50.0,3.0,1.0,-2005.96831984173,False
15916,8.0,16.0,1.0,96.0,1024.0,256.0,1.0,20.0,-2684.26734121764,False
48845,8.0,48.0,2.0,224.0,256.0,256.0,1.0,50.0,-1981.00890897347,True
234700,20.0,48.0,3.0,224.0,256.0,256.0,1.0,20.0,-2991.0418268092,True
46541,8.0,48.0,1.0,96.0,256.0,256.0,1.0,50.0,-2123.80932115767,False
49205,8.0,48.0,3.0,32.0,256.0,50.0,1.0,50.0,-3286.54754189826,False
8153,8.0,12.0,1.0,96.0,256.0,256.0,3.0,50.0,-1152.09980614352,True
376787,48.0,12.0,1.0,96.0,256.0,256.0,2.0,50.0,-1786.25339059198,True
376395,48.0,12.0,1.0,32.0,256.0,256.0,1.0,10.0,-1717.9163273658,True
18898,8.0,16.0,3.0,96.0,256.0,256.0,2.0,20.0,-2023.69514997219,True
377369,48.0,12.0,1.0,192.0,256.0,256.0,3.0,50.0,-1886.50686271818,True
38680,8.0,32.0,1.0,64.0,256.0,256.0,3.0,20.0,-1676.63124548109,True
48472,8.0,48.0,2.0,160.0,256.0,256.0,3.0,20.0,-1963.73169064946,True
54317,8.0,72.0,1.0,96.0,1024.0,256.0,1.0,50.0,-5418.72256857655,True
315291,32.0,12.0,1.0,96.0,256.0,30.0,1.0,10.0,-1088.05499426283,False
376829,48.0,12.0,1.0,96.0,1024.0,30.0,1.0,50.0,-7439.68922122136,False
7757,8.0,12.0,1.0,32.0,256.0,256.0,1.0,50.0,-1570.17235197386,False
38813,8.0,32.0,1.0,96.0,256.0,30.0,1.0,50.0,-1719.13120442784,False
315880,32.0,12.0,1.0,192.0,256.0,30.0,3.0,20.0,-1870.67221996573,False
8104,8.0,12.0,1.0,96.0,256.0,30.0,3.0,20.0,-1490.32989156267,False
437843,72.0,12.0,1.0,32.0,256.0,256.0,2.0,50.0,-2329.75471818045,True
353741,32.0,48.0,1.0,96.0,256.0,256.0,1.0,50.0,-1779.14520853981,True
