index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
357195,32.0,48.0,3.0,160.0,256.0,256.0,1.0,10.0,-2967.56465905262,True
472,8.0,8.0,1.0,96.0,256.0,256.0,3.0,20.0,-1375.45114890667,False
451153,72.0,16.0,4.0,192.0,1024.0,50.0,1.0,2.0,-16284.2472567555,False
391745,48.0,20.0,1.0,32.0,256.0,50.0,3.0,50.0,-2206.45468994572,False
389627,48.0,16.0,4.0,192.0,256.0,50.0,2.0,50.0,-3759.24588458661,False
211395,20.0,20.0,3.0,192.0,256.0,10.0,1.0,10.0,-2757.98945864756,False
25433,8.0,20.0,2.0,160.0,256.0,256.0,3.0,50.0,-2650.06008312608,False
46978,8.0,48.0,1.0,160.0,1024.0,30.0,2.0,20.0,-5344.77448314655,False
368704,48.0,8.0,1.0,32.0,256.0,50.0,3.0,20.0,-1288.08330870309,False
330485,32.0,20.0,1.0,64.0,256.0,50.0,1.0,50.0,-1135.40114696819,False
356027,32.0,48.0,2.0,224.0,256.0,50.0,2.0,50.0,-3152.54552101865,False
330305,32.0,20.0,1.0,32.0,256.0,50.0,3.0,50.0,-2238.6673694738,False
415083,48.0,48.0,1.0,64.0,1024.0,256.0,1.0,10.0,-7683.37673028825,False
369460,48.0,8.0,1.0,160.0,256.0,50.0,1.0,20.0,-1825.73275349439,False
304,8.0,8.0,1.0,64.0,1024.0,10.0,3.0,20.0,-5395.71063123055,False
244,8.0,8.0,1.0,64.0,256.0,50.0,1.0,20.0,-1401.02048769352,False
322840,32.0,16.0,1.0,64.0,256.0,256.0,3.0,20.0,-2003.76601783831,False
331157,32.0,20.0,1.0,160.0,1024.0,50.0,1.0,50.0,-5781.77080439793,False
46455,8.0,48.0,1.0,64.0,1024.0,256.0,3.0,10.0,-3454.78610632147,True
331289,32.0,20.0,1.0,192.0,256.0,256.0,3.0,50.0,-1540.47133031834,True
23501,8.0,20.0,1.0,96.0,256.0,256.0,1.0,50.0,-1705.94097647445,False
330304,32.0,20.0,1.0,32.0,256.0,50.0,3.0,20.0,-1264.58613786766,False
330495,32.0,20.0,1.0,64.0,256.0,50.0,3.0,10.0,-1715.53174856591,False
38489,8.0,32.0,1.0,32.0,256.0,256.0,3.0,50.0,-1633.6737614201,True
56536,8.0,72.0,2.0,224.0,256.0,256.0,3.0,20.0,-2866.09867921379,True
307481,32.0,8.0,1.0,64.0,256.0,256.0,3.0,50.0,-2503.42843228874,False
353728,32.0,48.0,1.0,96.0,256.0,50.0,3.0,20.0,-1831.92258098267,False
353369,32.0,48.0,1.0,32.0,256.0,256.0,3.0,50.0,-2861.40387847605,False
46169,8.0,48.0,1.0,32.0,256.0,256.0,3.0,50.0,-2123.73835836426,False
292097,24.0,48.0,1.0,64.0,256.0,50.0,3.0,50.0,-1623.38662091724,True
353548,32.0,48.0,1.0,64.0,256.0,256.0,1.0,20.0,-1737.38453431075,True
346012,32.0,32.0,1.0,96.0,256.0,30.0,1.0,20.0,-1964.4724719313,False
47321,8.0,48.0,1.0,224.0,256.0,256.0,3.0,50.0,-2229.07501409261,True
349012,32.0,32.0,3.0,64.0,1024.0,50.0,1.0,20.0,-8492.80645828705,False
354293,32.0,48.0,1.0,192.0,256.0,50.0,1.0,50.0,-1600.82524793524,False
415168,48.0,48.0,1.0,96.0,256.0,50.0,3.0,20.0,-2279.28858393404,False
307481,32.0,8.0,1.0,64.0,256.0,256.0,3.0,50.0,-2503.42843228874,False
292659,24.0,48.0,1.0,160.0,256.0,50.0,1.0,10.0,-1405.49143683923,False
330508,32.0,20.0,1.0,64.0,256.0,256.0,1.0,20.0,-1927.10461436054,True
23296,8.0,20.0,1.0,64.0,256.0,50.0,3.0,20.0,-1655.86349359912,False
246017,24.0,8.0,1.0,64.0,256.0,50.0,3.0,50.0,-1266.13335697717,False
46323,8.0,48.0,1.0,64.0,256.0,50.0,1.0,10.0,-2420.72955479491,False
307469,32.0,8.0,1.0,64.0,256.0,256.0,1.0,50.0,-2388.5686811521,False
330485,32.0,20.0,1.0,64.0,256.0,50.0,1.0,50.0,-1135.40114696819,False
353620,32.0,48.0,1.0,64.0,1024.0,50.0,1.0,20.0,-4992.54786826276,True
307469,32.0,8.0,1.0,64.0,256.0,256.0,1.0,50.0,-2388.5686811521,False
46349,8.0,48.0,1.0,64.0,256.0,256.0,1.0,50.0,-1332.65782466105,True
46325,8.0,48.0,1.0,64.0,256.0,50.0,1.0,50.0,-1976.1172269067,False
46457,8.0,48.0,1.0,64.0,1024.0,256.0,3.0,50.0,-4287.92288980716,True
23321,8.0,20.0,1.0,64.0,256.0,256.0,3.0,50.0,-1780.93201775285,False
46349,8.0,48.0,1.0,64.0,256.0,256.0,1.0,50.0,-1332.65782466105,True
46421,8.0,48.0,1.0,64.0,1024.0,50.0,1.0,50.0,-4381.90780978658,False
46157,8.0,48.0,1.0,32.0,256.0,256.0,1.0,50.0,-1763.64659888741,True
46733,8.0,48.0,1.0,128.0,256.0,256.0,1.0,50.0,-1523.2635372515,True
268985,24.0,20.0,1.0,32.0,1024.0,256.0,3.0,50.0,-2702.62127010383,True
207629,20.0,20.0,1.0,64.0,256.0,256.0,1.0,50.0,-1911.28342689823,True
38681,8.0,32.0,1.0,64.0,256.0,256.0,3.0,50.0,-1518.33868092532,True
330521,32.0,20.0,1.0,64.0,256.0,256.0,3.0,50.0,-2298.56209005693,False
322829,32.0,16.0,1.0,64.0,256.0,256.0,1.0,50.0,-2223.89347798485,False
23321,8.0,20.0,1.0,64.0,256.0,256.0,3.0,50.0,-1780.93201775285,False
353537,32.0,48.0,1.0,64.0,256.0,50.0,3.0,50.0,-2030.55838346293,False
76,8.0,8.0,1.0,32.0,256.0,256.0,1.0,20.0,-2236.96936096812,False
293081,24.0,48.0,1.0,224.0,256.0,256.0,3.0,50.0,-1540.87652982151,True
391948,48.0,20.0,1.0,64.0,256.0,256.0,1.0,20.0,-2598.12722338415,False
353525,32.0,48.0,1.0,64.0,256.0,50.0,1.0,50.0,-1725.01240916053,False
123353,16.0,8.0,1.0,96.0,256.0,256.0,3.0,50.0,-1839.08546575495,False
268973,24.0,20.0,1.0,32.0,1024.0,256.0,1.0,50.0,-4244.00918493331,False
23309,8.0,20.0,1.0,64.0,256.0,256.0,1.0,50.0,-1344.39101170109,True
345845,32.0,32.0,1.0,64.0,256.0,50.0,1.0,50.0,-1928.3285778828,False
354316,32.0,48.0,1.0,192.0,256.0,256.0,1.0,20.0,-2111.27583404344,False
293045,24.0,48.0,1.0,224.0,256.0,50.0,1.0,50.0,-1148.56563743947,True
