index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
311858,32.0,8.0,4.0,32.0,256.0,50.0,1.0,5.0,-2638.91972120777,False
341049,32.0,24.0,3.0,32.0,256.0,50.0,2.0,10.0,-2763.4839385327,False
179933,16.0,72.0,3.0,64.0,256.0,30.0,1.0,50.0,-2865.22528400694,True
415277,48.0,48.0,1.0,96.0,1024.0,256.0,1.0,50.0,-6098.5383719467,True
341835,32.0,24.0,3.0,160.0,256.0,256.0,1.0,10.0,-2699.58527459569,True
317070,32.0,12.0,2.0,128.0,256.0,256.0,2.0,1.0,-1641.28895922756,True
292817,24.0,48.0,1.0,192.0,256.0,10.0,3.0,50.0,-2583.08035601142,False
308795,32.0,8.0,2.0,32.0,256.0,50.0,2.0,50.0,-1635.28496373089,False
297567,24.0,48.0,4.0,192.0,1024.0,50.0,3.0,10.0,-17333.8603953449,False
38957,8.0,32.0,1.0,96.0,1024.0,256.0,1.0,50.0,-5774.88819142855,False
420079,48.0,48.0,4.0,128.0,1024.0,256.0,2.0,2.0,-13419.9594928256,True
316882,32.0,12.0,2.0,96.0,256.0,256.0,2.0,20.0,-1659.45437233198,True
9995,8.0,12.0,2.0,160.0,256.0,10.0,2.0,50.0,-2167.01201372221,False
317048,32.0,12.0,2.0,128.0,256.0,50.0,2.0,5.0,-1345.88175377828,False
339850,32.0,24.0,2.0,96.0,256.0,10.0,2.0,20.0,-2099.6880524328,False
70715,12.0,12.0,2.0,32.0,256.0,50.0,2.0,50.0,-1028.44487755359,False
347784,32.0,32.0,2.0,128.0,256.0,256.0,1.0,1.0,-2032.10931280475,True
347310,32.0,32.0,2.0,32.0,1024.0,256.0,2.0,1.0,-6053.26600514391,True
9390,8.0,12.0,2.0,32.0,1024.0,256.0,2.0,1.0,-3157.22024635606,True
63606,12.0,8.0,2.0,128.0,256.0,50.0,2.0,1.0,-1396.28463371903,False
316667,32.0,12.0,2.0,64.0,256.0,50.0,2.0,50.0,-1798.1401790245,False
63750,12.0,8.0,2.0,160.0,256.0,10.0,2.0,1.0,-2173.26602753939,False
