index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
261561,24.0,16.0,1.0,96.0,256.0,50.0,2.0,10.0,-1470.27249890654,False
400024,48.0,24.0,1.0,128.0,256.0,256.0,3.0,20.0,-2300.1679333023,False
141578,16.0,16.0,3.0,64.0,256.0,256.0,1.0,5.0,-1927.00761986018,True
235035,20.0,48.0,4.0,32.0,256.0,30.0,1.0,10.0,-4260.89980275965,False
109300,12.0,48.0,2.0,64.0,256.0,50.0,1.0,20.0,-1661.9562030422,False
116027,12.0,72.0,1.0,160.0,256.0,50.0,2.0,50.0,-2234.20674238366,False
285017,24.0,32.0,1.0,160.0,256.0,256.0,3.0,50.0,-1697.08376710767,True
442540,72.0,12.0,4.0,32.0,1024.0,256.0,1.0,20.0,-9398.1241520456,True
401746,48.0,24.0,2.0,160.0,256.0,256.0,2.0,20.0,-2324.8095975006,True
373877,48.0,8.0,4.0,128.0,256.0,50.0,1.0,50.0,-3852.02317046983,False
416920,48.0,48.0,2.0,128.0,256.0,256.0,3.0,20.0,-3002.29448999962,True
261675,24.0,16.0,1.0,96.0,1024.0,256.0,1.0,10.0,-2708.4559808454,True
286529,24.0,32.0,2.0,160.0,256.0,50.0,3.0,50.0,-2249.87449228898,False
226636,20.0,32.0,3.0,160.0,256.0,256.0,1.0,20.0,-2440.91534439954,True
411154,48.0,32.0,3.0,192.0,256.0,256.0,2.0,20.0,-3309.82522941288,True
324556,32.0,16.0,2.0,96.0,256.0,256.0,1.0,20.0,-1545.28224923288,True
447411,72.0,16.0,2.0,96.0,256.0,50.0,1.0,10.0,-3479.77318534829,False
111028,12.0,48.0,3.0,96.0,256.0,50.0,1.0,20.0,-3151.56732373078,False
353525,32.0,48.0,1.0,64.0,256.0,50.0,1.0,50.0,-1725.01240916053,False
369100,48.0,8.0,1.0,96.0,256.0,256.0,1.0,20.0,-2424.33267724924,False
323026,32.0,16.0,1.0,96.0,256.0,256.0,2.0,20.0,-1569.32424321691,True
263889,24.0,16.0,2.0,224.0,256.0,256.0,2.0,10.0,-1876.36591145272,True
322833,32.0,16.0,1.0,64.0,256.0,256.0,2.0,10.0,-1889.86122699344,True
323019,32.0,16.0,1.0,96.0,256.0,256.0,1.0,10.0,-2385.25887302738,False
15820,8.0,16.0,1.0,96.0,256.0,256.0,1.0,20.0,-2390.6001255876,False
109112,12.0,48.0,2.0,32.0,256.0,50.0,2.0,5.0,-1612.21527722188,False
32699,8.0,24.0,2.0,96.0,256.0,50.0,2.0,50.0,-1403.53577685137,True
317242,32.0,12.0,2.0,160.0,256.0,50.0,2.0,20.0,-1789.82844465771,False
324532,32.0,16.0,2.0,96.0,256.0,50.0,1.0,20.0,-1811.07245004231,False
32819,8.0,24.0,2.0,96.0,1024.0,256.0,2.0,50.0,-3843.35572358453,True
17913,8.0,16.0,2.0,192.0,256.0,50.0,2.0,10.0,-1515.52707994023,False
17339,8.0,16.0,2.0,96.0,256.0,50.0,2.0,50.0,-1587.97943345864,False
