index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
451276,72.0,16.0,4.0,224.0,256.0,256.0,1.0,20.0,-2926.03912403746,True
46898,8.0,48.0,1.0,160.0,256.0,50.0,1.0,5.0,-2449.4104946906,False
288844,24.0,32.0,4.0,32.0,256.0,256.0,1.0,20.0,-2638.97424246092,True
354064,32.0,48.0,1.0,160.0,256.0,10.0,3.0,20.0,-3233.15319300929,False
355097,32.0,48.0,2.0,64.0,256.0,256.0,3.0,50.0,-1893.12337988427,True
134216,16.0,12.0,3.0,128.0,256.0,10.0,2.0,5.0,-3051.05391459415,False
371763,48.0,8.0,3.0,32.0,256.0,50.0,1.0,10.0,-3831.60404437744,False
407860,48.0,32.0,1.0,160.0,256.0,50.0,1.0,20.0,-1298.1933505959,True
263200,24.0,16.0,2.0,96.0,1024.0,50.0,3.0,20.0,-4092.46937167868,False
403085,48.0,24.0,3.0,128.0,256.0,256.0,1.0,50.0,-2635.41064777574,True
307359,32.0,8.0,1.0,32.0,1024.0,50.0,3.0,10.0,-7214.43394809013,False
468724,72.0,32.0,1.0,64.0,256.0,50.0,1.0,20.0,-2715.81116235492,True
235827,20.0,48.0,4.0,160.0,256.0,50.0,1.0,10.0,-3000.06983699557,False
420148,48.0,48.0,4.0,160.0,256.0,50.0,1.0,20.0,-3494.39532476838,False
468724,72.0,32.0,1.0,64.0,256.0,50.0,1.0,20.0,-2715.81116235492,True
473908,72.0,32.0,4.0,160.0,256.0,50.0,1.0,20.0,-5754.36146915574,False
43829,8.0,32.0,4.0,160.0,256.0,50.0,1.0,50.0,-2591.74467178534,False
417112,48.0,48.0,2.0,160.0,256.0,256.0,3.0,20.0,-2866.44403027213,True
387533,48.0,16.0,3.0,96.0,256.0,256.0,1.0,50.0,-1945.43145816918,True
48461,8.0,48.0,2.0,160.0,256.0,256.0,1.0,50.0,-2687.66311962089,True
469708,72.0,32.0,1.0,224.0,256.0,256.0,1.0,20.0,-2887.67348499861,False
284789,24.0,32.0,1.0,128.0,256.0,50.0,1.0,50.0,-1460.07267105796,False
415169,48.0,48.0,1.0,96.0,256.0,50.0,3.0,50.0,-3706.28778564315,False
416333,48.0,48.0,2.0,32.0,256.0,256.0,1.0,50.0,-2339.68264441727,True
424013,48.0,72.0,2.0,32.0,256.0,256.0,1.0,50.0,-2941.26608236618,True
282293,24.0,24.0,4.0,224.0,256.0,50.0,1.0,50.0,-3452.82099727618,False
40586,8.0,32.0,2.0,128.0,256.0,256.0,1.0,5.0,-2393.13967137961,True
470261,72.0,32.0,2.0,64.0,256.0,50.0,1.0,50.0,-2614.30056001255,True
40217,8.0,32.0,2.0,64.0,256.0,256.0,3.0,50.0,-2020.91875690811,True
289421,24.0,32.0,4.0,128.0,256.0,256.0,1.0,50.0,-2846.96960708998,True
407285,48.0,32.0,1.0,64.0,256.0,50.0,1.0,50.0,-2702.95863704192,False
354893,32.0,48.0,2.0,32.0,256.0,256.0,1.0,50.0,-2199.08924140276,True
408651,48.0,32.0,2.0,32.0,256.0,256.0,1.0,10.0,-2618.68788336067,True
417989,48.0,48.0,3.0,64.0,256.0,10.0,1.0,50.0,-5112.4357913982,False
424757,48.0,72.0,2.0,160.0,256.0,50.0,1.0,50.0,-3515.94894151202,False
294219,24.0,48.0,2.0,160.0,256.0,256.0,1.0,10.0,-2131.06870877918,True
40528,8.0,32.0,2.0,128.0,256.0,10.0,3.0,20.0,-2318.01379570233,False
