index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
372341,48.0,8.0,3.0,128.0,256.0,50.0,1.0,50.0,-3394.43564804111,False
186905,20.0,8.0,2.0,192.0,256.0,256.0,3.0,50.0,-1790.28245087832,True
62074,12.0,8.0,1.0,128.0,256.0,50.0,2.0,20.0,-623.643941948033,False
46732,8.0,48.0,1.0,128.0,256.0,256.0,1.0,20.0,-1926.61548297325,True
258124,24.0,12.0,4.0,32.0,256.0,256.0,1.0,20.0,-2117.26038483059,False
341812,32.0,24.0,3.0,160.0,256.0,50.0,1.0,20.0,-2152.20117129937,False
309160,32.0,8.0,2.0,96.0,256.0,30.0,3.0,20.0,-1717.54774257302,False
407457,48.0,32.0,1.0,96.0,256.0,30.0,2.0,10.0,-2339.033426107,False
174026,16.0,48.0,4.0,96.0,256.0,256.0,1.0,5.0,-3169.26558009914,True
446482,72.0,16.0,1.0,192.0,256.0,256.0,2.0,20.0,-2783.97105014336,True
425536,48.0,72.0,3.0,32.0,256.0,50.0,3.0,20.0,-4436.54683347541,False
48448,8.0,48.0,2.0,160.0,256.0,50.0,3.0,20.0,-1751.06620090762,False
424692,48.0,72.0,2.0,128.0,1024.0,256.0,3.0,1.0,-8352.12633205661,True
184949,20.0,8.0,1.0,128.0,256.0,50.0,1.0,50.0,-1794.25545140004,False
36063,8.0,24.0,4.0,128.0,1024.0,50.0,3.0,10.0,-10373.575254408,False
23092,8.0,20.0,1.0,32.0,256.0,50.0,1.0,20.0,-1310.10338880168,False
427284,48.0,72.0,4.0,64.0,256.0,256.0,3.0,1.0,-4154.47208663261,True
424086,48.0,72.0,2.0,32.0,1024.0,50.0,2.0,1.0,-10691.9351219869,False
415384,48.0,48.0,1.0,128.0,256.0,256.0,3.0,20.0,-2814.20860162495,False
5270,8.0,8.0,4.0,128.0,256.0,256.0,3.0,5.0,-2097.027332275,True
2339,8.0,8.0,2.0,160.0,256.0,30.0,2.0,50.0,-1406.29466513801,False
312442,32.0,8.0,4.0,128.0,256.0,50.0,2.0,20.0,-3089.3161422368,False
5272,8.0,8.0,4.0,128.0,256.0,256.0,3.0,20.0,-2958.81577669464,False
66713,12.0,8.0,4.0,128.0,256.0,256.0,3.0,50.0,-1962.0746200695,True
270965,24.0,20.0,2.0,128.0,256.0,50.0,1.0,50.0,-1822.98424236723,False
48635,8.0,48.0,2.0,192.0,256.0,50.0,2.0,50.0,-1999.26437351502,False
31768,8.0,24.0,1.0,192.0,256.0,256.0,3.0,20.0,-1273.94375116616,True
1042,8.0,8.0,1.0,192.0,256.0,256.0,2.0,20.0,-915.910794908962,False
85520,12.0,20.0,1.0,192.0,256.0,256.0,2.0,5.0,-1430.01242009146,False
46528,8.0,48.0,1.0,96.0,256.0,50.0,3.0,20.0,-1469.09975514374,False
