index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
48392,8.0,48.0,2.0,160.0,256.0,10.0,2.0,5.0,-2632.18914816568,False
349696,32.0,32.0,3.0,192.0,256.0,50.0,3.0,20.0,-3118.23564984257,False
373972,48.0,8.0,4.0,128.0,1024.0,50.0,1.0,20.0,-12870.1144193203,False
407675,48.0,32.0,1.0,128.0,256.0,50.0,2.0,50.0,-2129.87499971902,False
57748,8.0,72.0,3.0,160.0,1024.0,50.0,1.0,20.0,-15254.7222208361,False
261947,24.0,16.0,1.0,160.0,256.0,50.0,2.0,50.0,-810.506261644698,False
359129,32.0,48.0,4.0,224.0,256.0,256.0,3.0,50.0,-4567.30427155369,False
345651,32.0,32.0,1.0,32.0,256.0,50.0,1.0,10.0,-1332.35351545578,False
419007,48.0,48.0,3.0,224.0,256.0,50.0,3.0,10.0,-3659.64131912638,False
438024,72.0,12.0,1.0,64.0,256.0,256.0,1.0,1.0,-2893.43318414745,True
419585,48.0,48.0,4.0,64.0,256.0,50.0,3.0,50.0,-3366.54997126329,False
438774,72.0,12.0,1.0,192.0,256.0,50.0,2.0,1.0,-2632.55656724331,False
324921,32.0,16.0,2.0,160.0,256.0,50.0,2.0,10.0,-1551.44424117211,False
292667,24.0,48.0,1.0,160.0,256.0,50.0,2.0,50.0,-1734.3687116374,False
323391,32.0,16.0,1.0,160.0,256.0,50.0,3.0,10.0,-1870.47966724511,False
262721,24.0,16.0,2.0,32.0,256.0,50.0,3.0,50.0,-1604.53992239014,False
261173,24.0,16.0,1.0,32.0,256.0,50.0,1.0,50.0,-1889.85610016258,False
409427,48.0,32.0,2.0,160.0,256.0,256.0,2.0,50.0,-3371.62720352751,False
262743,24.0,16.0,2.0,32.0,256.0,256.0,3.0,10.0,-2266.65124519866,True
17273,8.0,16.0,2.0,64.0,1024.0,256.0,3.0,50.0,-3662.16305282696,True
289047,24.0,32.0,4.0,64.0,256.0,256.0,3.0,10.0,-2884.314908095,True
292765,24.0,48.0,1.0,160.0,1024.0,50.0,3.0,2.0,-7225.82640342922,False
262907,24.0,16.0,2.0,64.0,256.0,50.0,2.0,50.0,-2310.08160859785,False
291927,24.0,48.0,1.0,32.0,256.0,256.0,3.0,10.0,-1444.24198595908,True
338583,32.0,24.0,1.0,128.0,256.0,256.0,3.0,10.0,-2422.90299130794,False
355083,32.0,48.0,2.0,64.0,256.0,256.0,1.0,10.0,-2592.18696349582,True
292695,24.0,48.0,1.0,160.0,256.0,256.0,3.0,10.0,-1573.19939452111,True
292673,24.0,48.0,1.0,160.0,256.0,50.0,3.0,50.0,-1213.30852263383,False
261202,24.0,16.0,1.0,32.0,256.0,256.0,2.0,20.0,-2199.05757717549,False
292684,24.0,48.0,1.0,160.0,256.0,256.0,1.0,20.0,-1646.71808756672,True
265420,24.0,16.0,3.0,224.0,256.0,256.0,1.0,20.0,-2118.34533303858,True
292883,24.0,48.0,1.0,192.0,256.0,256.0,2.0,50.0,-1938.59071200954,False
291891,24.0,48.0,1.0,32.0,256.0,50.0,1.0,10.0,-1622.44570657479,False
261963,24.0,16.0,1.0,160.0,256.0,256.0,1.0,10.0,-1905.33174597739,True
285196,24.0,32.0,1.0,192.0,256.0,256.0,1.0,20.0,-1831.26771266454,True
292697,24.0,48.0,1.0,160.0,256.0,256.0,3.0,50.0,-1545.71379313703,True
322743,32.0,16.0,1.0,32.0,1024.0,256.0,3.0,10.0,-5284.28117485041,False
286552,24.0,32.0,2.0,160.0,256.0,256.0,3.0,20.0,-1524.17234472671,True
286527,24.0,32.0,2.0,160.0,256.0,50.0,3.0,10.0,-2132.01863140175,False
323608,32.0,16.0,1.0,192.0,256.0,256.0,3.0,20.0,-1777.24549019075,True
445521,72.0,16.0,1.0,32.0,256.0,256.0,2.0,10.0,-2428.99106463573,True
20218,8.0,16.0,4.0,64.0,256.0,50.0,2.0,20.0,-2133.47268491872,False
300364,24.0,72.0,1.0,160.0,256.0,256.0,1.0,20.0,-2610.30731768818,False
345965,32.0,32.0,1.0,64.0,1024.0,256.0,1.0,50.0,-4914.81392071026,False
355277,32.0,48.0,2.0,96.0,256.0,256.0,1.0,50.0,-3001.47300463542,True
284248,24.0,32.0,1.0,32.0,256.0,256.0,3.0,20.0,-1428.02541051872,True
261209,24.0,16.0,1.0,32.0,256.0,256.0,3.0,50.0,-1248.73724251705,True
322619,32.0,16.0,1.0,32.0,256.0,50.0,2.0,50.0,-1364.22282926564,False
262349,24.0,16.0,1.0,224.0,256.0,256.0,1.0,50.0,-2068.66018917417,False
384087,48.0,16.0,1.0,32.0,256.0,256.0,3.0,10.0,-2295.59438611305,False
263441,24.0,16.0,2.0,160.0,256.0,10.0,3.0,50.0,-3327.87164004466,False
324922,32.0,16.0,2.0,160.0,256.0,50.0,2.0,20.0,-1813.5476724718,False
261946,24.0,16.0,1.0,160.0,256.0,50.0,2.0,20.0,-1387.29189732153,False
346444,32.0,32.0,1.0,160.0,256.0,256.0,1.0,20.0,-1851.88080450811,True
292685,24.0,48.0,1.0,160.0,256.0,256.0,1.0,50.0,-1650.1484325432,False
