index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
407896,48.0,32.0,1.0,160.0,256.0,256.0,3.0,20.0,-3018.08511663799,True
381555,48.0,12.0,4.0,128.0,256.0,50.0,1.0,10.0,-3850.67354182808,True
416342,48.0,48.0,2.0,32.0,256.0,256.0,3.0,5.0,-2166.85054240784,True
356404,32.0,48.0,3.0,32.0,256.0,50.0,1.0,20.0,-3371.50853282378,True
122939,16.0,8.0,1.0,32.0,256.0,50.0,2.0,50.0,-2047.48910352103,True
468556,72.0,32.0,1.0,32.0,256.0,256.0,1.0,20.0,-3333.8115945307,True
418901,48.0,48.0,3.0,192.0,1024.0,50.0,1.0,50.0,-14917.0473854695,True
161559,16.0,32.0,1.0,64.0,256.0,256.0,3.0,10.0,-1819.32906044396,True
46133,8.0,48.0,1.0,32.0,256.0,50.0,1.0,50.0,-1092.04724483893,True
462604,72.0,24.0,2.0,64.0,256.0,256.0,1.0,20.0,-3222.76013594297,True
100855,12.0,32.0,1.0,192.0,256.0,50.0,2.0,2.0,-1215.27006648899,True
47861,8.0,48.0,2.0,64.0,256.0,50.0,1.0,50.0,-2417.89559886018,True
161343,16.0,32.0,1.0,32.0,256.0,50.0,3.0,10.0,-1452.40585961993,True
217378,20.0,24.0,2.0,160.0,256.0,30.0,2.0,20.0,-2285.29091599231,True
407669,48.0,32.0,1.0,128.0,256.0,50.0,1.0,50.0,-1748.20411398412,True
46337,8.0,48.0,1.0,64.0,256.0,50.0,3.0,50.0,-1839.0653812431,True
99889,12.0,32.0,1.0,32.0,256.0,50.0,1.0,2.0,-1274.50222245611,True
415733,48.0,48.0,1.0,192.0,256.0,50.0,1.0,50.0,-2126.54450841117,True
66123,12.0,8.0,4.0,32.0,256.0,256.0,1.0,10.0,-2503.18228926227,True
107599,12.0,48.0,1.0,32.0,256.0,256.0,2.0,2.0,-1681.3272017556,True
108625,12.0,48.0,1.0,192.0,1024.0,50.0,1.0,2.0,-4649.72254363749,True
460877,72.0,24.0,1.0,32.0,256.0,256.0,1.0,50.0,-2346.97485330031,True
100663,12.0,32.0,1.0,160.0,256.0,50.0,2.0,2.0,-1625.02634104477,True
107665,12.0,48.0,1.0,32.0,1024.0,50.0,1.0,2.0,-4580.79953898521,True
46129,8.0,48.0,1.0,32.0,256.0,50.0,1.0,2.0,-1158.29425697055,True
291995,24.0,48.0,1.0,32.0,1024.0,50.0,2.0,50.0,-4205.57219858969,True
407114,48.0,32.0,1.0,32.0,256.0,256.0,1.0,5.0,-2058.49534094916,True
57,8.0,8.0,1.0,32.0,256.0,50.0,2.0,10.0,-809.476616428207,True
38943,8.0,32.0,1.0,96.0,1024.0,50.0,3.0,10.0,-5749.37029574307,True
30795,8.0,24.0,1.0,32.0,256.0,256.0,1.0,10.0,-1325.76949488147,True
31383,8.0,24.0,1.0,128.0,256.0,256.0,3.0,10.0,-1640.59660431128,True
30771,8.0,24.0,1.0,32.0,256.0,50.0,1.0,10.0,-1053.51353290983,True
30777,8.0,24.0,1.0,32.0,256.0,50.0,2.0,10.0,-1479.22211648267,True
1013,8.0,8.0,1.0,192.0,256.0,50.0,1.0,50.0,-1772.16709567521,True
107601,12.0,48.0,1.0,32.0,256.0,256.0,2.0,10.0,-1914.85435654839,True
38417,8.0,32.0,1.0,32.0,256.0,10.0,3.0,50.0,-2394.46507071729,True
1591,8.0,8.0,2.0,32.0,256.0,50.0,2.0,2.0,-1563.65724927136,True
46133,8.0,48.0,1.0,32.0,256.0,50.0,1.0,50.0,-1092.04724483893,True
46085,8.0,48.0,1.0,32.0,256.0,10.0,1.0,50.0,-1935.37569295574,True
30773,8.0,24.0,1.0,32.0,256.0,50.0,1.0,50.0,-1347.89428929759,True
107669,12.0,48.0,1.0,32.0,1024.0,50.0,1.0,50.0,-3909.72892618762,True
46133,8.0,48.0,1.0,32.0,256.0,50.0,1.0,50.0,-1092.04724483893,True
46139,8.0,48.0,1.0,32.0,256.0,50.0,2.0,50.0,-1161.1916230364,True
3146,8.0,8.0,3.0,32.0,256.0,256.0,1.0,5.0,-2128.77535955286,True
476240,72.0,48.0,1.0,32.0,256.0,256.0,2.0,5.0,-3190.10947203084,True
30773,8.0,24.0,1.0,32.0,256.0,50.0,1.0,50.0,-1347.89428929759,True
107600,12.0,48.0,1.0,32.0,256.0,256.0,2.0,5.0,-1739.84644670736,True
46155,8.0,48.0,1.0,32.0,256.0,256.0,1.0,10.0,-1371.1566379395,True
431113,72.0,8.0,1.0,192.0,256.0,256.0,1.0,2.0,-2602.17061585713,True
99892,12.0,32.0,1.0,32.0,256.0,50.0,1.0,20.0,-1332.20564129245,True
102034,12.0,32.0,2.0,128.0,256.0,256.0,2.0,20.0,-1621.55670649281,True
100501,12.0,32.0,1.0,128.0,256.0,256.0,3.0,2.0,-2073.17004591883,True
46132,8.0,48.0,1.0,32.0,256.0,50.0,1.0,20.0,-1587.68578934357,True
30771,8.0,24.0,1.0,32.0,256.0,50.0,1.0,10.0,-1053.51353290983,True
99915,12.0,32.0,1.0,32.0,256.0,256.0,1.0,10.0,-1324.70684624163,True
61522,12.0,8.0,1.0,32.0,256.0,256.0,2.0,20.0,-1394.25885964349,True
2193,8.0,8.0,2.0,128.0,256.0,256.0,2.0,10.0,-1554.74866643612,True
46131,8.0,48.0,1.0,32.0,256.0,50.0,1.0,10.0,-1755.61991505971,True
46707,8.0,48.0,1.0,128.0,256.0,50.0,1.0,10.0,-1298.5880660276,True
46229,8.0,48.0,1.0,32.0,1024.0,50.0,1.0,50.0,-5535.42938664654,True
46227,8.0,48.0,1.0,32.0,1024.0,50.0,1.0,10.0,-5558.99794467899,True
107581,12.0,48.0,1.0,32.0,256.0,50.0,3.0,2.0,-1475.74715478144,True
39059,8.0,32.0,1.0,128.0,256.0,256.0,2.0,50.0,-1555.86052056189,True
107571,12.0,48.0,1.0,32.0,256.0,50.0,1.0,10.0,-1360.53716289053,True
38479,8.0,32.0,1.0,32.0,256.0,256.0,2.0,2.0,-1867.1252126352,True
46157,8.0,48.0,1.0,32.0,256.0,256.0,1.0,50.0,-1763.64659888741,True
46107,8.0,48.0,1.0,32.0,256.0,30.0,1.0,10.0,-1950.41706850249,True
83,8.0,8.0,1.0,32.0,256.0,256.0,2.0,50.0,-1324.32979730383,True
46241,8.0,48.0,1.0,32.0,1024.0,50.0,3.0,50.0,-4602.73727487662,True
47669,8.0,48.0,2.0,32.0,256.0,50.0,1.0,50.0,-1992.08865969505,True
46133,8.0,48.0,1.0,32.0,256.0,50.0,1.0,50.0,-1092.04724483893,True
