index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
40589,8.0,32.0,2.0,128.0,256.0,256.0,1.0,50.0,-1871.33720936581,True
366413,32.0,72.0,4.0,160.0,256.0,256.0,1.0,50.0,-4863.47059383098,True
117006,12.0,72.0,2.0,64.0,256.0,256.0,2.0,1.0,-2231.53033117694,True
235660,20.0,48.0,4.0,128.0,256.0,256.0,1.0,20.0,-2448.38685026305,True
26771,8.0,20.0,3.0,128.0,256.0,256.0,2.0,50.0,-2435.48286598291,True
355060,32.0,48.0,2.0,64.0,256.0,50.0,1.0,20.0,-1646.15804344761,True
377176,48.0,12.0,1.0,160.0,256.0,256.0,3.0,20.0,-2342.12801842211,True
49204,8.0,48.0,3.0,32.0,256.0,50.0,1.0,20.0,-3071.25425732473,False
345857,32.0,32.0,1.0,64.0,256.0,50.0,3.0,50.0,-1705.99453433238,False
301402,24.0,72.0,2.0,64.0,1024.0,50.0,2.0,20.0,-11432.4328535541,False
15412,8.0,16.0,1.0,32.0,256.0,50.0,1.0,20.0,-1617.07870304134,False
47956,8.0,48.0,2.0,64.0,1024.0,50.0,1.0,20.0,-7854.62492570485,False
339700,32.0,24.0,2.0,64.0,256.0,50.0,1.0,20.0,-1851.21430814546,False
355133,32.0,48.0,2.0,64.0,1024.0,30.0,1.0,50.0,-10498.6998912693,False
293428,24.0,48.0,2.0,32.0,256.0,50.0,1.0,20.0,-2918.9413242624,False
345796,32.0,32.0,1.0,64.0,256.0,10.0,1.0,20.0,-1674.41595298307,False
346060,32.0,32.0,1.0,96.0,256.0,256.0,1.0,20.0,-1577.87467322011,True
346612,32.0,32.0,1.0,192.0,256.0,50.0,1.0,20.0,-2004.02888439546,False
353717,32.0,48.0,1.0,96.0,256.0,50.0,1.0,50.0,-1121.37202199025,True
108245,12.0,48.0,1.0,128.0,1024.0,50.0,1.0,50.0,-5383.70928764739,False
31250,8.0,24.0,1.0,96.0,1024.0,50.0,1.0,5.0,-3892.76402895476,False
415156,48.0,48.0,1.0,96.0,256.0,50.0,1.0,20.0,-2096.90490346226,False
269429,24.0,20.0,1.0,128.0,256.0,50.0,1.0,50.0,-2120.702919663,False
184756,20.0,8.0,1.0,96.0,256.0,50.0,1.0,20.0,-1271.17271617588,False
353740,32.0,48.0,1.0,96.0,256.0,256.0,1.0,20.0,-2262.0343019507,True
230812,20.0,48.0,1.0,96.0,256.0,30.0,1.0,20.0,-1084.52021632699,True
415156,48.0,48.0,1.0,96.0,256.0,50.0,1.0,20.0,-2096.90490346226,False
353716,32.0,48.0,1.0,96.0,256.0,50.0,1.0,20.0,-1790.42973354874,False
292224,24.0,48.0,1.0,96.0,256.0,10.0,1.0,1.0,-1961.66059548676,False
231436,20.0,48.0,1.0,192.0,256.0,256.0,1.0,20.0,-1716.43850088884,True
107955,12.0,48.0,1.0,96.0,256.0,50.0,1.0,10.0,-2067.46032963333,False
368693,48.0,8.0,1.0,32.0,256.0,50.0,1.0,50.0,-1827.65698215994,False
301504,24.0,72.0,2.0,96.0,256.0,50.0,3.0,20.0,-2578.27676033426,False
432197,72.0,8.0,2.0,128.0,256.0,10.0,1.0,50.0,-5397.57193542948,False
416692,48.0,48.0,2.0,96.0,256.0,50.0,1.0,20.0,-2857.26582584419,False
419740,48.0,48.0,4.0,96.0,256.0,30.0,1.0,20.0,-3872.50965762817,False
230836,20.0,48.0,1.0,96.0,256.0,50.0,1.0,20.0,-1748.47727903533,False
358330,32.0,48.0,4.0,96.0,256.0,50.0,2.0,20.0,-3829.90748276826,False
112180,12.0,48.0,4.0,32.0,256.0,50.0,1.0,20.0,-3418.86375930972,False
184948,20.0,8.0,1.0,128.0,256.0,50.0,1.0,20.0,-1058.66206666033,False
230788,20.0,48.0,1.0,96.0,256.0,10.0,1.0,20.0,-1871.2745509346,False
46673,8.0,48.0,1.0,128.0,256.0,10.0,3.0,50.0,-2642.64309375327,False
238325,20.0,72.0,1.0,64.0,256.0,50.0,1.0,50.0,-2048.78427881314,False
353932,32.0,48.0,1.0,128.0,256.0,256.0,1.0,20.0,-1802.0476824497,True
201484,20.0,16.0,2.0,64.0,256.0,256.0,1.0,20.0,-2342.29055916014,True
355276,32.0,48.0,2.0,96.0,256.0,256.0,1.0,20.0,-2299.29335863653,True
207772,20.0,20.0,1.0,96.0,256.0,30.0,1.0,20.0,-1820.60216648969,False
46540,8.0,48.0,1.0,96.0,256.0,256.0,1.0,20.0,-1883.27341550005,False
376769,48.0,12.0,1.0,96.0,256.0,50.0,3.0,50.0,-2284.253866089,False
246201,24.0,8.0,1.0,96.0,256.0,50.0,2.0,10.0,-1240.28265187303,False
247949,24.0,8.0,2.0,128.0,256.0,256.0,1.0,50.0,-2126.68605881302,False
307613,32.0,8.0,1.0,96.0,256.0,30.0,1.0,50.0,-2600.56220646338,False
223901,20.0,32.0,1.0,224.0,256.0,30.0,1.0,50.0,-1574.95778989908,False
308021,32.0,8.0,1.0,160.0,256.0,50.0,1.0,50.0,-1666.7653432814,False
353526,32.0,48.0,1.0,64.0,256.0,50.0,2.0,1.0,-1820.57424818576,False
355829,32.0,48.0,2.0,192.0,256.0,50.0,1.0,50.0,-1960.27038684504,False
346228,32.0,32.0,1.0,128.0,256.0,50.0,1.0,20.0,-1282.84309379589,False
184565,20.0,8.0,1.0,64.0,256.0,50.0,1.0,50.0,-1379.45749653402,False
299956,24.0,72.0,1.0,96.0,256.0,50.0,1.0,20.0,-1652.90402937861,False
223156,20.0,32.0,1.0,96.0,256.0,50.0,1.0,20.0,-1440.10593140969,False
51149,8.0,48.0,4.0,96.0,256.0,256.0,1.0,50.0,-3863.69608874906,True
245824,24.0,8.0,1.0,32.0,256.0,50.0,3.0,20.0,-1461.96209866577,False
246771,24.0,8.0,1.0,192.0,256.0,50.0,1.0,10.0,-1901.55195404165,False
430738,72.0,8.0,1.0,128.0,256.0,256.0,2.0,20.0,-2788.08509785261,False
223576,20.0,32.0,1.0,160.0,256.0,256.0,3.0,20.0,-2628.34130527568,False
355259,32.0,48.0,2.0,96.0,256.0,50.0,2.0,50.0,-2000.50390148021,False
269530,24.0,20.0,1.0,128.0,1024.0,50.0,2.0,20.0,-4891.04232780272,False
231058,20.0,48.0,1.0,128.0,256.0,256.0,2.0,20.0,-2470.27513774066,True
46708,8.0,48.0,1.0,128.0,256.0,50.0,1.0,20.0,-1715.38971364257,False
353932,32.0,48.0,1.0,128.0,256.0,256.0,1.0,20.0,-1802.0476824497,True
401368,48.0,24.0,2.0,96.0,256.0,256.0,3.0,20.0,-2846.47557440469,False
