index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
108314,12.0,48.0,1.0,160.0,256.0,30.0,1.0,5.0,-1626.30228660361,False
32536,8.0,24.0,2.0,64.0,256.0,256.0,3.0,20.0,-2375.81617595449,False
50176,8.0,48.0,3.0,192.0,256.0,50.0,3.0,20.0,-3398.31994536796,False
309005,32.0,8.0,2.0,64.0,256.0,256.0,1.0,50.0,-1460.17582467344,True
419609,48.0,48.0,4.0,64.0,256.0,256.0,3.0,50.0,-2982.45210812476,True
414803,48.0,48.0,1.0,32.0,256.0,256.0,2.0,50.0,-3138.41432427199,False
178998,16.0,72.0,2.0,160.0,256.0,50.0,2.0,1.0,-2304.0080512871,False
294963,24.0,48.0,3.0,32.0,256.0,50.0,1.0,10.0,-3954.75925206387,False
468953,72.0,32.0,1.0,96.0,256.0,256.0,3.0,50.0,-3050.74939973345,True
416044,48.0,48.0,1.0,224.0,1024.0,256.0,1.0,20.0,-7771.52168773338,False
204747,20.0,16.0,4.0,96.0,256.0,256.0,1.0,10.0,-2045.3223288894,True
355061,32.0,48.0,2.0,64.0,256.0,50.0,1.0,50.0,-2691.1636012657,False
66506,12.0,8.0,4.0,96.0,256.0,256.0,1.0,5.0,-2553.20285665608,True
231963,20.0,48.0,2.0,32.0,256.0,30.0,1.0,10.0,-2012.33438354941,False
324941,32.0,16.0,2.0,160.0,256.0,256.0,1.0,50.0,-1865.97424500444,True
324365,32.0,16.0,2.0,64.0,256.0,256.0,1.0,50.0,-2217.84375266668,True
66122,12.0,8.0,4.0,32.0,256.0,256.0,1.0,5.0,-3130.56389243831,False
355325,32.0,48.0,2.0,96.0,1024.0,30.0,1.0,50.0,-7999.21127368673,False
355229,32.0,48.0,2.0,96.0,256.0,30.0,1.0,50.0,-2493.66631419516,False
186327,20.0,8.0,2.0,96.0,256.0,256.0,3.0,10.0,-1770.30607683312,False
201437,20.0,16.0,2.0,64.0,256.0,30.0,1.0,50.0,-1978.37392349155,False
50955,8.0,48.0,4.0,64.0,256.0,256.0,1.0,10.0,-3892.59475234459,True
370444,48.0,8.0,2.0,64.0,256.0,256.0,1.0,20.0,-3184.65051017863,False
189771,20.0,8.0,4.0,160.0,256.0,256.0,1.0,10.0,-2094.20908072124,True
235257,20.0,48.0,4.0,64.0,256.0,50.0,2.0,10.0,-2694.80946874575,True
