index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
481397,72.0,48.0,4.0,128.0,256.0,50.0,1.0,50.0,-3809.00507199694,True
261130,24.0,16.0,1.0,32.0,256.0,10.0,2.0,20.0,-1491.13732450186,False
57,8.0,8.0,1.0,32.0,256.0,50.0,2.0,10.0,-809.476616428207,False
334130,32.0,20.0,3.0,160.0,256.0,50.0,1.0,5.0,-1465.86378945189,False
197020,20.0,12.0,4.0,96.0,256.0,30.0,1.0,20.0,-2289.92132202763,False
23381,8.0,20.0,1.0,64.0,1024.0,50.0,1.0,50.0,-3837.39416981693,False
411708,48.0,32.0,4.0,32.0,256.0,50.0,3.0,1.0,-3276.39095896524,False
46162,8.0,48.0,1.0,32.0,256.0,256.0,2.0,20.0,-2763.95439643284,False
369255,48.0,8.0,1.0,128.0,256.0,30.0,3.0,10.0,-2066.22662438424,False
125433,16.0,8.0,2.0,192.0,256.0,50.0,2.0,10.0,-2688.39291721509,False
396539,48.0,20.0,4.0,64.0,256.0,50.0,2.0,50.0,-3700.60519648041,False
479981,72.0,48.0,3.0,128.0,1024.0,256.0,1.0,50.0,-10252.267418637,True
479285,72.0,48.0,3.0,32.0,256.0,50.0,1.0,50.0,-4164.47556754637,False
3723,8.0,8.0,3.0,128.0,256.0,256.0,1.0,10.0,-2293.02301764204,False
19060,8.0,16.0,3.0,128.0,256.0,50.0,1.0,20.0,-1376.05764555041,False
335474,32.0,20.0,4.0,128.0,256.0,50.0,1.0,5.0,-2319.72815560295,False
369460,48.0,8.0,1.0,160.0,256.0,50.0,1.0,20.0,-1825.73275349439,False
387149,48.0,16.0,3.0,32.0,256.0,256.0,1.0,50.0,-2582.52052140724,True
448599,72.0,16.0,3.0,32.0,256.0,256.0,3.0,10.0,-2863.50277390953,True
372533,48.0,8.0,3.0,160.0,256.0,50.0,1.0,50.0,-3512.45555667968,False
486940,72.0,72.0,3.0,32.0,256.0,30.0,1.0,20.0,-4243.90907471526,False
264857,24.0,16.0,3.0,128.0,256.0,256.0,3.0,50.0,-2488.47930363854,True
141568,16.0,16.0,3.0,64.0,256.0,50.0,3.0,20.0,-2030.18246174756,False
449475,72.0,16.0,3.0,192.0,256.0,10.0,1.0,10.0,-4886.64216963981,False
26189,8.0,20.0,3.0,32.0,256.0,256.0,1.0,50.0,-1837.39543061167,True
53,8.0,8.0,1.0,32.0,256.0,50.0,1.0,50.0,-1420.9595179475,False
294975,24.0,48.0,3.0,32.0,256.0,50.0,3.0,10.0,-3426.66338599701,False
11381,8.0,12.0,3.0,128.0,256.0,50.0,1.0,50.0,-1706.90159236255,False
310853,32.0,8.0,3.0,128.0,256.0,10.0,1.0,50.0,-2895.16277698508,False
21197,8.0,16.0,4.0,224.0,256.0,256.0,1.0,50.0,-2220.74603950997,True
26675,8.0,20.0,3.0,96.0,1024.0,256.0,2.0,50.0,-5171.80231291274,True
19085,8.0,16.0,3.0,128.0,256.0,256.0,1.0,50.0,-1678.13143966153,True
418060,48.0,48.0,3.0,64.0,256.0,256.0,1.0,20.0,-4721.03002699789,False
19287,8.0,16.0,3.0,160.0,256.0,256.0,3.0,10.0,-1656.53021755334,True
19070,8.0,16.0,3.0,128.0,256.0,50.0,3.0,5.0,-2103.62292610734,False
318603,32.0,12.0,3.0,128.0,256.0,256.0,1.0,10.0,-2469.85021257143,False
20810,8.0,16.0,4.0,160.0,256.0,256.0,1.0,5.0,-1652.77851265179,True
16276,8.0,16.0,1.0,160.0,1024.0,50.0,1.0,20.0,-3291.57997808644,False
335313,32.0,20.0,4.0,96.0,256.0,256.0,2.0,10.0,-2841.18650331199,False
3928,8.0,8.0,3.0,160.0,256.0,256.0,3.0,20.0,-1601.08053472045,True
23128,8.0,20.0,1.0,32.0,256.0,256.0,3.0,20.0,-1312.68546525221,True
23128,8.0,20.0,1.0,32.0,256.0,256.0,3.0,20.0,-1312.68546525221,True
26200,8.0,20.0,3.0,32.0,256.0,256.0,3.0,20.0,-2822.91254459573,False
23096,8.0,20.0,1.0,32.0,256.0,50.0,2.0,5.0,-1940.50485223869,False
445522,72.0,16.0,1.0,32.0,256.0,256.0,2.0,20.0,-2917.35827443684,True
20050,8.0,16.0,4.0,32.0,256.0,256.0,2.0,20.0,-1706.51299988076,True
53841,8.0,72.0,1.0,32.0,256.0,256.0,2.0,10.0,-1671.21210785529,True
47633,8.0,48.0,2.0,32.0,256.0,10.0,3.0,50.0,-2410.2867983345,False
15437,8.0,16.0,1.0,32.0,256.0,256.0,1.0,50.0,-1823.77524931589,True
43185,8.0,32.0,4.0,32.0,1024.0,256.0,2.0,10.0,-5000.00246411061,True
471580,72.0,32.0,3.0,32.0,256.0,30.0,1.0,20.0,-3466.38874136803,False
389272,48.0,16.0,4.0,128.0,256.0,256.0,3.0,20.0,-2520.27213331456,True
46153,8.0,48.0,1.0,32.0,256.0,256.0,1.0,2.0,-2072.01625228161,True
368722,48.0,8.0,1.0,32.0,256.0,256.0,2.0,20.0,-1457.0371280526,False
747,8.0,8.0,1.0,128.0,1024.0,256.0,1.0,10.0,-4095.34500006619,False
46930,8.0,48.0,1.0,160.0,256.0,256.0,2.0,20.0,-1728.56172997736,True
1240,8.0,8.0,1.0,224.0,256.0,256.0,3.0,20.0,-1689.15001312417,False
31570,8.0,24.0,1.0,160.0,256.0,256.0,2.0,20.0,-1687.80995670608,False
8920,8.0,12.0,1.0,224.0,256.0,256.0,3.0,20.0,-2431.95091679339,False
407671,48.0,32.0,1.0,128.0,256.0,50.0,2.0,2.0,-1475.08608633965,True
376952,48.0,12.0,1.0,128.0,256.0,50.0,2.0,5.0,-1858.15493223447,False
39255,8.0,32.0,1.0,160.0,256.0,256.0,3.0,10.0,-1897.37523778985,False
417874,48.0,48.0,3.0,32.0,256.0,256.0,2.0,20.0,-3339.27394509701,True
64595,12.0,8.0,3.0,32.0,256.0,256.0,2.0,50.0,-1837.82947036275,True
368721,48.0,8.0,1.0,32.0,256.0,256.0,2.0,10.0,-2094.95156525575,False
33874,8.0,24.0,3.0,32.0,256.0,256.0,2.0,20.0,-2373.2630689497,True
348736,32.0,32.0,3.0,32.0,256.0,50.0,3.0,20.0,-2729.12640496829,False
384083,48.0,16.0,1.0,32.0,256.0,256.0,2.0,50.0,-2788.92820215543,False
407320,48.0,32.0,1.0,64.0,256.0,256.0,3.0,20.0,-2738.11303620299,False
279633,24.0,24.0,3.0,32.0,256.0,256.0,2.0,10.0,-1601.79223580462,True
411711,48.0,32.0,4.0,32.0,256.0,50.0,3.0,10.0,-2870.81243649068,False
