index,ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,target,feasible
47105,8.0,48.0,1.0,192.0,256.0,50.0,3.0,50.0,-1416.01373247266,False
280187,24.0,24.0,3.0,128.0,256.0,50.0,2.0,50.0,-1858.17131459838,False
26548,8.0,20.0,3.0,96.0,256.0,50.0,1.0,20.0,-1283.08928336784,False
269067,24.0,20.0,1.0,64.0,256.0,256.0,1.0,10.0,-1802.5722918008,False
357941,32.0,48.0,4.0,32.0,256.0,50.0,1.0,50.0,-3914.00327560612,False
355865,32.0,48.0,2.0,192.0,256.0,256.0,3.0,50.0,-2045.31406369704,True
420146,48.0,48.0,4.0,160.0,256.0,50.0,1.0,5.0,-2959.15275090202,True
3514,8.0,8.0,3.0,96.0,256.0,50.0,2.0,20.0,-1581.15604172058,False
310949,32.0,8.0,3.0,128.0,1024.0,10.0,1.0,50.0,-17019.8839345171,False
409181,48.0,32.0,2.0,128.0,256.0,30.0,1.0,50.0,-1907.23203874088,True
414774,48.0,48.0,1.0,32.0,256.0,50.0,2.0,1.0,-2439.03713116549,False
334325,32.0,20.0,3.0,192.0,256.0,50.0,1.0,50.0,-1613.52465659509,False
49240,8.0,48.0,3.0,32.0,256.0,256.0,3.0,20.0,-2384.87792236604,True
50187,8.0,48.0,3.0,192.0,256.0,256.0,1.0,10.0,-3707.77528349183,False
332248,32.0,20.0,2.0,96.0,256.0,256.0,3.0,20.0,-2310.75785951845,False
49613,8.0,48.0,3.0,96.0,256.0,256.0,1.0,50.0,-2744.99042032671,True
354878,32.0,48.0,2.0,32.0,256.0,50.0,3.0,5.0,-3002.70159651379,False
358707,32.0,48.0,4.0,160.0,256.0,50.0,1.0,10.0,-3679.84561247264,False
455128,72.0,20.0,2.0,96.0,256.0,256.0,3.0,20.0,-3672.54733396852,False
416692,48.0,48.0,2.0,96.0,256.0,50.0,1.0,20.0,-2857.26582584419,False
357184,32.0,48.0,3.0,160.0,256.0,50.0,3.0,20.0,-3089.14288898579,False
25096,8.0,20.0,2.0,96.0,1024.0,30.0,3.0,20.0,-5189.43899194994,False
395405,48.0,20.0,3.0,128.0,256.0,256.0,1.0,50.0,-2510.08955442162,True
476980,72.0,48.0,1.0,160.0,256.0,50.0,1.0,20.0,-2941.26208260646,False
28667,8.0,20.0,4.0,192.0,256.0,50.0,2.0,50.0,-3051.17199108168,False
47870,8.0,48.0,2.0,64.0,256.0,50.0,3.0,5.0,-2437.48280875338,False
39292,8.0,32.0,1.0,160.0,1024.0,30.0,1.0,20.0,-5582.88971438298,False
272691,24.0,20.0,3.0,160.0,256.0,50.0,1.0,10.0,-2252.45997867631,False
295949,24.0,48.0,3.0,192.0,256.0,256.0,1.0,50.0,-3137.24757693804,True
294965,24.0,48.0,3.0,32.0,256.0,50.0,1.0,50.0,-2078.04357536941,True
295348,24.0,48.0,3.0,96.0,256.0,50.0,1.0,20.0,-4263.00583839685,False
49793,8.0,48.0,3.0,128.0,256.0,50.0,3.0,50.0,-2839.74107945712,True
349713,32.0,32.0,3.0,192.0,256.0,256.0,2.0,10.0,-2192.5379771798,True
310643,32.0,8.0,3.0,64.0,1024.0,256.0,2.0,50.0,-8509.31748606563,False
307475,32.0,8.0,1.0,64.0,256.0,256.0,2.0,50.0,-1438.43019277761,False
331282,32.0,20.0,1.0,192.0,256.0,256.0,2.0,20.0,-1734.59086100268,True
392729,48.0,20.0,1.0,192.0,256.0,256.0,3.0,50.0,-2297.91395684718,False
361234,32.0,72.0,1.0,64.0,256.0,256.0,2.0,20.0,-1930.08894577178,True
345875,32.0,32.0,1.0,64.0,256.0,256.0,2.0,50.0,-2046.7289701228,False
354321,32.0,48.0,1.0,192.0,256.0,256.0,2.0,10.0,-2547.54838761616,False
333388,32.0,20.0,3.0,32.0,256.0,256.0,1.0,20.0,-1919.3649872695,True
62476,12.0,8.0,1.0,192.0,256.0,256.0,1.0,20.0,-1279.1271700609,True
65548,12.0,8.0,3.0,192.0,256.0,256.0,1.0,20.0,-2774.09418923297,False
4109,8.0,8.0,3.0,192.0,256.0,256.0,1.0,50.0,-2007.03925504321,False
1612,8.0,8.0,2.0,32.0,256.0,256.0,1.0,20.0,-2190.90624988919,False
85043,12.0,20.0,1.0,96.0,1024.0,256.0,2.0,50.0,-2498.23718305791,True
1139,8.0,8.0,1.0,192.0,1024.0,256.0,2.0,50.0,-3789.19240647136,False
