Starting label pr__ei, seed 39508572, iteration 0, time: 0.00014734268188476562, current best obj: -4411342.0.
Starting label pr__ei, seed 39508572, iteration 1, time: 32.52822947502136, current best obj: -4411342.0.
Starting label pr__ei, seed 39508572, iteration 2, time: 62.7375864982605, current best obj: -4411342.0.
Starting label pr__ei, seed 39508572, iteration 3, time: 93.1808717250824, current best obj: -4411342.0.
Starting label pr__ei, seed 39508572, iteration 4, time: 130.0208923816681, current best obj: -4411342.0.
Starting label pr__ei, seed 39508572, iteration 5, time: 167.17774629592896, current best obj: -4411342.0.
Starting label pr__ei, seed 39508572, iteration 6, time: 204.9589922428131, current best obj: -4411342.0.
Starting label pr__ei, seed 39508572, iteration 7, time: 242.29400491714478, current best obj: -4411342.0.
Starting label pr__ei, seed 39508572, iteration 8, time: 279.6415250301361, current best obj: -4381078.0.
Starting label pr__ei, seed 39508572, iteration 9, time: 317.0946776866913, current best obj: -4196280.0.
Starting label pr__ei, seed 39508572, iteration 10, time: 354.3837831020355, current best obj: -4196280.0.
Starting label pr__ei, seed 39508572, iteration 11, time: 391.8312637805939, current best obj: -4196280.0.
Starting label pr__ei, seed 39508572, iteration 12, time: 429.18536257743835, current best obj: -4196280.0.
Starting label pr__ei, seed 39508572, iteration 13, time: 466.55364775657654, current best obj: -4183300.0.
Starting label pr__ei, seed 39508572, iteration 14, time: 504.0677149295807, current best obj: -4183300.0.
Starting label pr__ei, seed 39508572, iteration 15, time: 541.2644729614258, current best obj: -4183300.0.
Starting label pr__ei, seed 39508572, iteration 16, time: 578.6541748046875, current best obj: -4141984.0.
Starting label pr__ei, seed 39508572, iteration 17, time: 615.9813208580017, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 18, time: 653.2752823829651, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 19, time: 690.9423379898071, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 20, time: 728.4462974071503, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 21, time: 766.2098605632782, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 22, time: 803.6424131393433, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 23, time: 848.3765425682068, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 24, time: 893.2209765911102, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 25, time: 938.1904602050781, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 26, time: 983.2285647392273, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 27, time: 1028.547858953476, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 28, time: 1074.4177634716034, current best obj: -4131622.0.
Starting label pr__ei, seed 39508572, iteration 29, time: 1120.6037151813507, current best obj: -4131622.0.
