Starting label pr__ei, seed 26795135, iteration 0, time: 0.0001499652862548828, current best obj: -4395264.0.
Starting label pr__ei, seed 26795135, iteration 1, time: 30.748422145843506, current best obj: -4153578.0.
Starting label pr__ei, seed 26795135, iteration 2, time: 60.63652467727661, current best obj: -4153578.0.
Starting label pr__ei, seed 26795135, iteration 3, time: 90.88732481002808, current best obj: -4153578.0.
Starting label pr__ei, seed 26795135, iteration 4, time: 127.46640801429749, current best obj: -4153578.0.
Starting label pr__ei, seed 26795135, iteration 5, time: 164.1708481311798, current best obj: -4153578.0.
Starting label pr__ei, seed 26795135, iteration 6, time: 201.12914943695068, current best obj: -4153578.0.
Starting label pr__ei, seed 26795135, iteration 7, time: 238.36237788200378, current best obj: -4153578.0.
Starting label pr__ei, seed 26795135, iteration 8, time: 275.62659525871277, current best obj: -4153578.0.
Starting label pr__ei, seed 26795135, iteration 9, time: 312.9737226963043, current best obj: -4153578.0.
Starting label pr__ei, seed 26795135, iteration 10, time: 350.44270730018616, current best obj: -4153578.0.
Starting label pr__ei, seed 26795135, iteration 11, time: 387.7901363372803, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 12, time: 424.9454791545868, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 13, time: 462.25519275665283, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 14, time: 499.6253716945648, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 15, time: 536.9496078491211, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 16, time: 574.3783299922943, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 17, time: 611.8039619922638, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 18, time: 649.3293528556824, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 19, time: 686.74769115448, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 20, time: 724.5152661800385, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 21, time: 762.2161862850189, current best obj: -4141874.0.
Starting label pr__ei, seed 26795135, iteration 22, time: 799.9936776161194, current best obj: -4131622.0.
Starting label pr__ei, seed 26795135, iteration 23, time: 844.6780853271484, current best obj: -4131622.0.
Starting label pr__ei, seed 26795135, iteration 24, time: 889.8788878917694, current best obj: -4131622.0.
Starting label pr__ei, seed 26795135, iteration 25, time: 934.98384308815, current best obj: -4131622.0.
Starting label pr__ei, seed 26795135, iteration 26, time: 980.0280385017395, current best obj: -4131622.0.
Starting label pr__ei, seed 26795135, iteration 27, time: 1025.0665521621704, current best obj: -4131622.0.
Starting label pr__ei, seed 26795135, iteration 28, time: 1071.0434637069702, current best obj: -4131622.0.
Starting label pr__ei, seed 26795135, iteration 29, time: 1116.7563717365265, current best obj: -4131622.0.
