Starting label pr__ei, seed 485056307, iteration 0, time: 0.0001385211944580078, current best obj: -4381078.0.
Starting label pr__ei, seed 485056307, iteration 1, time: 31.17209482192993, current best obj: -4381078.0.
Starting label pr__ei, seed 485056307, iteration 2, time: 61.32219171524048, current best obj: -4381078.0.
Starting label pr__ei, seed 485056307, iteration 3, time: 91.51621675491333, current best obj: -4381078.0.
Starting label pr__ei, seed 485056307, iteration 4, time: 128.35828304290771, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 5, time: 165.48545265197754, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 6, time: 202.7262270450592, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 7, time: 240.22336506843567, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 8, time: 277.60493206977844, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 9, time: 314.79749274253845, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 10, time: 352.37906527519226, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 11, time: 389.9821262359619, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 12, time: 427.27841305732727, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 13, time: 464.66611528396606, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 14, time: 502.0981516838074, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 15, time: 539.5805344581604, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 16, time: 576.968385219574, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 17, time: 614.5719163417816, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 18, time: 652.3033447265625, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 19, time: 690.0240912437439, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 20, time: 727.7657990455627, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 21, time: 765.3539278507233, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 22, time: 802.9320459365845, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 23, time: 847.8470575809479, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 24, time: 892.9363191127777, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 25, time: 938.2479062080383, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 26, time: 983.5619478225708, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 27, time: 1029.4918172359467, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 28, time: 1075.7495799064636, current best obj: -4356300.0.
Starting label pr__ei, seed 485056307, iteration 29, time: 1122.126178741455, current best obj: -4356300.0.
