Starting label pr__ei, seed 232437761, iteration 0, time: 0.0001723766326904297, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 1, time: 30.841732263565063, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 2, time: 61.07741379737854, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 3, time: 91.48523378372192, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 4, time: 128.757559299469, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 5, time: 165.9046070575714, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 6, time: 203.4428632259369, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 7, time: 241.16115999221802, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 8, time: 278.60533142089844, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 9, time: 316.1722741127014, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 10, time: 353.7410321235657, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 11, time: 391.4716603755951, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 12, time: 429.26968359947205, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 13, time: 467.08893752098083, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 14, time: 504.68781995773315, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 15, time: 542.3972437381744, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 16, time: 580.1895129680634, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 17, time: 617.7235867977142, current best obj: -4408536.0.
Starting label pr__ei, seed 232437761, iteration 18, time: 655.1204228401184, current best obj: -4381078.0.
Starting label pr__ei, seed 232437761, iteration 19, time: 692.6898353099823, current best obj: -4381078.0.
Starting label pr__ei, seed 232437761, iteration 20, time: 730.25146484375, current best obj: -4356300.0.
Starting label pr__ei, seed 232437761, iteration 21, time: 768.3327271938324, current best obj: -4356300.0.
Starting label pr__ei, seed 232437761, iteration 22, time: 806.3330156803131, current best obj: -4356300.0.
Starting label pr__ei, seed 232437761, iteration 23, time: 851.076265335083, current best obj: -4356300.0.
Starting label pr__ei, seed 232437761, iteration 24, time: 896.1780598163605, current best obj: -4356300.0.
Starting label pr__ei, seed 232437761, iteration 25, time: 941.2504029273987, current best obj: -4356300.0.
Starting label pr__ei, seed 232437761, iteration 26, time: 986.7930216789246, current best obj: -4356300.0.
Starting label pr__ei, seed 232437761, iteration 27, time: 1032.1145355701447, current best obj: -4356300.0.
Starting label pr__ei, seed 232437761, iteration 28, time: 1078.5215532779694, current best obj: -4356300.0.
Starting label pr__ei, seed 232437761, iteration 29, time: 1125.445471048355, current best obj: -4356300.0.
