Starting label pr__ei, seed 709719203, iteration 0, time: 0.00016951560974121094, current best obj: -0.328441333.
Starting label pr__ei, seed 709719203, iteration 1, time: 49.13215970993042, current best obj: -0.328441333.
Starting label pr__ei, seed 709719203, iteration 2, time: 94.96864199638367, current best obj: -0.328441333.
Starting label pr__ei, seed 709719203, iteration 3, time: 141.03860569000244, current best obj: -0.328441333.
Starting label pr__ei, seed 709719203, iteration 4, time: 188.07537174224854, current best obj: -0.328441333.
Starting label pr__ei, seed 709719203, iteration 5, time: 235.68688941001892, current best obj: -0.328441333.
Starting label pr__ei, seed 709719203, iteration 6, time: 282.1469373703003, current best obj: -0.328441333.
Starting label pr__ei, seed 709719203, iteration 7, time: 331.30841851234436, current best obj: -0.328441333.
Starting label pr__ei, seed 709719203, iteration 8, time: 379.43288707733154, current best obj: -0.328441333.
Starting label pr__ei, seed 709719203, iteration 9, time: 430.0940260887146, current best obj: -0.3125.
