index,#vm,ram,target,feasible
493,12.0,0.7,-5395428,False
589,22.0,0.7,-6364556,False
561,18.0,0.7,-4210038,False
219,19.0,0.2,-8962357,False
541,18.0,0.7,-4264236,False
540,16.0,0.7,-4011616,False
578,20.0,0.7,-4161120,False
567,20.0,0.7,-4162620,False
584,22.0,0.7,-4209370,False
331,3.0,0.9,-3815898,False
600,22.0,0.7,-4079658,False
587,22.0,0.7,-6364556,False
595,22.0,0.7,-4162158,False
591,22.0,0.7,-4183300,False
588,22.0,0.7,-4141984,False
593,22.0,0.7,-4141984,False
592,22.0,0.7,-4209370,False
596,22.0,0.7,-4209370,False
602,22.0,0.7,-4141984,False
588,22.0,0.7,-4141874,False
589,22.0,0.7,-6696118,False
592,22.0,0.7,-4139234,False
590,22.0,0.7,-4133976,False
601,22.0,0.7,-4139234,False
686,3.0,9.0,-712923,False
680,6.0,4.0,-1421658,False
688,3.0,9.0,-757503,False
683,6.0,4.0,-1411944,False
534,16.0,0.7,-4019440,False
630,26.0,0.7,-4438512,False
687,3.0,9.0,-683682,False
691,3.0,9.0,-691836,False
693,3.0,9.0,-691836,False
