index,#vm,ram,target,feasible
482,12.0,0.7,-5339424,False
510,14.0,0.7,-5570180,False
621,24.0,0.7,-4416768,False
630,26.0,0.7,-4446390,False
319,24.0,0.2,-8489616,False
608,24.0,0.7,-4534464,False
643,26.0,0.7,-4408482,False
634,26.0,0.7,-4469998,False
637,26.0,0.7,-4416958,False
644,26.0,0.7,-4473482,False
594,22.0,0.7,-4207984,False
623,24.0,0.7,-4519320,False
583,22.0,0.7,-4161608,False
594,22.0,0.7,-4153578,False
609,24.0,0.7,-4466544,False
600,22.0,0.7,-4079658,False
603,22.0,0.7,-4207984,False
592,22.0,0.7,-4131622,False
611,24.0,0.7,-4466544,False
570,20.0,0.7,-4167600,False
583,22.0,0.7,-4143018,False
582,20.0,0.7,-4271920,False
563,20.0,0.7,-6424480,False
587,22.0,0.7,-4153578,False
576,20.0,0.7,-6424480,False
602,22.0,0.7,-4139894,False
596,22.0,0.7,-4209370,False
644,26.0,0.7,-4380688,False
636,26.0,0.7,-4518982,False
562,20.0,0.7,-4175320,False
558,18.0,0.7,-5813136,False
591,22.0,0.7,-4133976,False
600,22.0,0.7,-4141984,False
