index,#vm,ram,target,feasible
585,22.0,0.7,-4153578,False
665,4.0,4.0,-1247004,False
447,10.0,0.7,-4957600,False
654,3.0,4.0,-1198095,False
655,3.0,4.0,-1201401,False
691,3.0,9.0,-712923,False
686,3.0,9.0,-691836,False
695,3.0,9.0,-693243,False
691,3.0,9.0,-714453,False
677,6.0,4.0,-1412382,False
690,3.0,9.0,-693243,False
680,6.0,4.0,-1615170,False
583,22.0,0.7,-4162158,False
682,6.0,4.0,-1590270,False
676,6.0,4.0,-1412382,False
632,26.0,0.7,-4426656,False
23,5.0,0.2,-9436605,False
679,6.0,4.0,-1409808,False
694,3.0,9.0,-712923,False
626,26.0,0.7,-4453878,False
677,6.0,4.0,-1421658,False
500,14.0,0.7,-5457914,False
604,24.0,0.7,-4534464,False
639,26.0,0.7,-4469998,False
683,6.0,4.0,-1411944,False
593,22.0,0.7,-4101548,False
594,22.0,0.7,-6364556,False
597,22.0,0.7,-4133976,False
638,26.0,0.7,-4465084,False
611,24.0,0.7,-4471152,False
638,26.0,0.7,-4411342,False
603,22.0,0.7,-6364556,False
589,22.0,0.7,-4141874,False
