index,#vm,ram,target,feasible
539,16.0,0.7,-4126240,False
348,4.0,0.9,-3132400,False
512,14.0,0.7,-5600224,False
564,20.0,0.7,-4167600,False
591,22.0,0.7,-4142446,False
578,20.0,0.7,-4360260,False
629,26.0,0.7,-4518982,False
244,20.0,0.2,-9209900,False
628,26.0,0.7,-4465084,False
629,26.0,0.7,-4465084,False
608,24.0,0.7,-4466928,False
588,22.0,0.7,-4153578,False
583,22.0,0.7,-4153578,False
622,24.0,0.7,-4453824,False
586,22.0,0.7,-4161608,False
609,24.0,0.7,-4408536,False
594,22.0,0.7,-4183300,False
639,26.0,0.7,-4467138,False
601,22.0,0.7,-4101548,False
488,12.0,0.7,-4016844,False
691,3.0,9.0,-707841,False
693,3.0,9.0,-707841,False
688,3.0,9.0,-712923,False
681,6.0,4.0,-1401816,False
678,6.0,4.0,-1401816,False
692,3.0,9.0,-691836,False
654,3.0,4.0,-1201515,False
693,3.0,9.0,-716487,False
685,6.0,4.0,-1412382,False
689,3.0,9.0,-757503,False
493,12.0,0.7,-4075980,False
676,6.0,4.0,-1421658,False
684,6.0,4.0,-1615170,False
