index,#vm,ram,target,feasible
669,5.0,4.0,-1300415,False
587,22.0,0.7,-4209370,False
518,16.0,0.7,-5385072,False
673,5.0,4.0,-1269745,False
61,7.0,0.2,-9759442,False
672,5.0,4.0,-1308195,False
602,22.0,0.7,-4162158,False
340,4.0,0.9,-3794364,False
674,5.0,4.0,-1315795,False
680,6.0,4.0,-1615170,False
655,3.0,4.0,-1214481,False
677,6.0,4.0,-1359486,False
680,6.0,4.0,-1421658,False
681,6.0,4.0,-1410162,False
684,6.0,4.0,-1412382,False
502,14.0,0.7,-5754182,False
682,6.0,4.0,-1615170,False
681,6.0,4.0,-1615170,False
678,6.0,4.0,-1409808,False
677,6.0,4.0,-1410162,False
695,3.0,9.0,-757503,False
693,3.0,9.0,-693243,False
687,3.0,9.0,-683682,False
493,12.0,0.7,-4016844,False
691,3.0,9.0,-714264,False
695,3.0,9.0,-714264,False
681,6.0,4.0,-1411944,False
630,26.0,0.7,-4422158,False
692,3.0,9.0,-714264,False
596,22.0,0.7,-4141984,False
640,26.0,0.7,-4356300,False
695,3.0,9.0,-712923,False
644,26.0,0.7,-4405440,False
