index,#vm,ram,target,feasible
549,18.0,0.7,-4087908,False
39,6.0,0.2,-10176300,False
488,12.0,0.7,-3993156,False
529,16.0,0.7,-3942160,False
695,3.0,9.0,-691836,False
636,26.0,0.7,-4468256,False
502,14.0,0.7,-5918710,False
695,3.0,9.0,-714453,False
560,18.0,0.7,-4222944,False
595,22.0,0.7,-4141984,False
607,24.0,0.7,-4471152,False
693,3.0,9.0,-714264,False
575,20.0,0.7,-4161240,False
648,3.0,4.0,-1334319,False
686,3.0,9.0,-683682,False
679,6.0,4.0,-1421658,False
683,6.0,4.0,-1401816,False
501,14.0,0.7,-5600224,False
678,6.0,4.0,-1421658,False
677,6.0,4.0,-1359486,False
695,3.0,9.0,-714453,False
684,6.0,4.0,-1411944,False
688,3.0,9.0,-714453,False
590,22.0,0.7,-4196280,False
554,18.0,0.7,-4152546,False
633,26.0,0.7,-4468256,False
614,24.0,0.7,-4408536,False
633,26.0,0.7,-4453878,False
617,24.0,0.7,-4502400,False
565,20.0,0.7,-6287920,False
613,24.0,0.7,-4471152,False
583,22.0,0.7,-4168186,False
564,20.0,0.7,-4234200,False
