index,#vm,ram,target,feasible
545,18.0,0.7,-4152546,False
676,6.0,4.0,-1412382,False
679,6.0,4.0,-1456722,False
411,8.0,0.7,-4129104,False
678,6.0,4.0,-1409808,False
679,6.0,4.0,-1456722,False
671,5.0,4.0,-1308195,False
626,26.0,0.7,-4518982,False
585,22.0,0.7,-4209370,False
545,18.0,0.7,-4036248,False
689,3.0,9.0,-683682,False
615,24.0,0.7,-4502400,False
578,20.0,0.7,-4218820,False
692,3.0,9.0,-683682,False
462,10.0,0.7,-5359280,False
625,26.0,0.7,-4467138,False
660,4.0,4.0,-1233164,False
288,22.0,0.2,-9361176,False
691,3.0,9.0,-714453,False
694,3.0,9.0,-714453,False
691,3.0,9.0,-714453,False
678,6.0,4.0,-1409808,False
622,24.0,0.7,-4510608,False
493,12.0,0.7,-4616652,False
680,6.0,4.0,-1409808,False
587,22.0,0.7,-4139234,False
550,18.0,0.7,-4199616,False
585,22.0,0.7,-6696118,False
690,3.0,9.0,-712923,False
681,6.0,4.0,-1590270,False
574,20.0,0.7,-4233300,False
686,3.0,9.0,-683682,False
687,3.0,9.0,-707841,False
