index,#vm,ram,target,feasible
566,20.0,0.7,-4360260,False
674,5.0,4.0,-1302830,False
494,14.0,0.7,-4035710,False
613,24.0,0.7,-4466544,False
640,26.0,0.7,-4465084,False
312,23.0,0.2,-8808931,False
647,3.0,4.0,-1201401,False
680,6.0,4.0,-1411944,False
677,6.0,4.0,-1590270,False
684,6.0,4.0,-1421658,False
572,20.0,0.7,-6536660,False
666,5.0,4.0,-1315795,False
642,26.0,0.7,-4397250,False
643,26.0,0.7,-4465084,False
633,26.0,0.7,-4518982,False
622,24.0,0.7,-4437600,False
608,24.0,0.7,-4500480,False
620,24.0,0.7,-4453824,False
677,6.0,4.0,-1410162,False
684,6.0,4.0,-1409808,False
640,26.0,0.7,-4416958,False
452,10.0,0.7,-5220950,False
505,14.0,0.7,-5754182,False
77,9.0,0.2,-9347751,False
683,6.0,4.0,-1410162,False
681,6.0,4.0,-1409808,False
684,6.0,4.0,-1409808,False
691,3.0,9.0,-716487,False
693,3.0,9.0,-716487,False
695,3.0,9.0,-691836,False
676,6.0,4.0,-1590270,False
688,3.0,9.0,-757503,False
690,3.0,9.0,-707841,False
