index,#vm,ram,target,feasible
360,6.0,0.9,-2178978,False
500,14.0,0.7,-4081644,False
585,22.0,0.7,-4133976,False
608,24.0,0.7,-4466544,False
249,21.0,0.2,-8473374,False
598,22.0,0.7,-4139234,False
604,24.0,0.7,-4534464,False
587,22.0,0.7,-4139234,False
574,20.0,0.7,-4175320,False
585,22.0,0.7,-6696118,False
606,24.0,0.7,-4519320,False
574,20.0,0.7,-4271920,False
582,20.0,0.7,-4193800,False
582,20.0,0.7,-4360260,False
575,20.0,0.7,-4198720,False
588,22.0,0.7,-4183300,False
619,24.0,0.7,-4502400,False
596,22.0,0.7,-4101548,False
591,22.0,0.7,-4162158,False
576,20.0,0.7,-4360260,False
627,26.0,0.7,-4448496,False
625,26.0,0.7,-4426656,False
566,20.0,0.7,-4170180,False
615,24.0,0.7,-4395264,False
493,12.0,0.7,-4519752,False
494,14.0,0.7,-4054736,False
670,5.0,4.0,-1313630,False
652,3.0,4.0,-1206189,False
685,6.0,4.0,-1412382,False
676,6.0,4.0,-1409808,False
692,3.0,9.0,-683682,False
687,3.0,9.0,-714264,False
688,3.0,9.0,-757503,False
