index,#vm,ram,target,feasible
685,6.0,4.0,-1590270,False
542,18.0,0.7,-5981112,False
618,24.0,0.7,-4408536,False
634,26.0,0.7,-4445142,False
691,3.0,9.0,-714264,False
642,26.0,0.7,-4465084,False
323,24.0,0.2,-8357256,False
677,6.0,4.0,-1421658,False
504,14.0,0.7,-5600224,False
690,3.0,9.0,-683682,False
629,26.0,0.7,-4426656,False
692,3.0,9.0,-711864,False
9,3.0,0.2,-7658805,False
680,6.0,4.0,-1409808,False
681,6.0,4.0,-1411944,False
480,12.0,0.7,-4042968,False
687,3.0,9.0,-712923,False
615,24.0,0.7,-4471152,False
619,24.0,0.7,-4395264,False
604,24.0,0.7,-4542408,False
606,24.0,0.7,-4504536,False
678,6.0,4.0,-1401816,False
634,26.0,0.7,-4448496,False
621,24.0,0.7,-4453824,False
643,26.0,0.7,-4411342,False
678,6.0,4.0,-1359486,False
692,3.0,9.0,-691836,False
606,24.0,0.7,-4515792,False
578,20.0,0.7,-4175240,False
587,22.0,0.7,-4143018,False
598,22.0,0.7,-6364556,False
695,3.0,9.0,-683682,False
493,12.0,0.7,-4042968,False
