index,#vm,ram,target,feasible
676,6.0,4.0,-1401816,False
610,24.0,0.7,-4447416,False
528,16.0,0.7,-4019440,False
445,10.0,0.7,-5129210,False
683,6.0,4.0,-1359486,False
490,12.0,0.7,-5478492,False
677,6.0,4.0,-1401816,False
679,6.0,4.0,-1412382,False
553,18.0,0.7,-4075326,False
680,6.0,4.0,-1456722,False
685,6.0,4.0,-1359486,False
690,3.0,9.0,-693243,False
687,3.0,9.0,-707841,False
694,3.0,9.0,-707841,False
686,3.0,9.0,-707841,False
684,6.0,4.0,-1409808,False
695,3.0,9.0,-711864,False
694,3.0,9.0,-691836,False
686,3.0,9.0,-714264,False
690,3.0,9.0,-757503,False
659,4.0,4.0,-1232464,False
689,3.0,9.0,-714453,False
683,6.0,4.0,-1410162,False
676,6.0,4.0,-1456722,False
628,26.0,0.7,-4469998,False
630,26.0,0.7,-4356300,False
595,22.0,0.7,-4079658,False
323,24.0,0.2,-9031608,False
615,24.0,0.7,-4466544,False
627,26.0,0.7,-4468256,False
575,20.0,0.7,-4167600,False
678,6.0,4.0,-1411944,False
680,6.0,4.0,-1411944,False
