index,#vm,ram,target,feasible
492,12.0,0.7,-3993156,False
581,20.0,0.7,-4360260,False
597,22.0,0.7,-4141874,False
282,22.0,0.2,-8355358,False
638,26.0,0.7,-4381078,False
608,24.0,0.7,-4471152,False
593,22.0,0.7,-4162158,False
465,10.0,0.7,-4465840,False
579,20.0,0.7,-4167600,False
593,22.0,0.7,-4139894,False
625,26.0,0.7,-4446390,False
625,26.0,0.7,-4448496,False
630,26.0,0.7,-4405440,False
639,26.0,0.7,-4356300,False
598,22.0,0.7,-4139234,False
571,20.0,0.7,-6536660,False
607,24.0,0.7,-4534464,False
639,26.0,0.7,-4416958,False
589,22.0,0.7,-4133976,False
589,22.0,0.7,-4162158,False
640,26.0,0.7,-4405440,False
602,22.0,0.7,-6364556,False
610,24.0,0.7,-4534464,False
553,18.0,0.7,-4036248,False
574,20.0,0.7,-4198720,False
645,26.0,0.7,-4465084,False
595,22.0,0.7,-4196280,False
512,14.0,0.7,-4025014,False
689,3.0,9.0,-716487,False
693,3.0,9.0,-712923,False
692,3.0,9.0,-757503,False
652,3.0,4.0,-1206189,False
694,3.0,9.0,-693243,False
