index,#vm,ram,target,feasible
676,6.0,4.0,-1359486,False
537,16.0,0.7,-4026560,False
587,22.0,0.7,-4153578,False
694,3.0,9.0,-691836,False
690,3.0,9.0,-716487,False
502,14.0,0.7,-5754182,False
680,6.0,4.0,-1410162,False
274,21.0,0.2,-8473374,False
687,3.0,9.0,-757503,False
678,6.0,4.0,-1590270,False
683,6.0,4.0,-1411944,False
652,3.0,4.0,-1357980,False
687,3.0,9.0,-712923,False
685,6.0,4.0,-1456722,False
677,6.0,4.0,-1590270,False
688,3.0,9.0,-683682,False
683,6.0,4.0,-1359486,False
680,6.0,4.0,-1412382,False
688,3.0,9.0,-683682,False
359,6.0,0.9,-2206530,False
681,6.0,4.0,-1410162,False
622,24.0,0.7,-4502400,False
679,6.0,4.0,-1615170,False
686,3.0,9.0,-714453,False
675,5.0,4.0,-1294435,False
454,10.0,0.7,-4459710,False
684,6.0,4.0,-1359486,False
679,6.0,4.0,-1409808,False
681,6.0,4.0,-1409808,False
683,6.0,4.0,-1411944,False
676,6.0,4.0,-1615170,False
676,6.0,4.0,-1411944,False
694,3.0,9.0,-714264,False
