index,#vm,ram,target,feasible
541,18.0,0.7,-4075992,False
692,3.0,9.0,-711864,False
81,9.0,0.2,-9391149,False
687,3.0,9.0,-683682,False
682,6.0,4.0,-1421658,False
690,3.0,9.0,-714453,False
684,6.0,4.0,-1409808,False
593,22.0,0.7,-4162158,False
670,5.0,4.0,-1294435,False
678,6.0,4.0,-1359486,False
500,14.0,0.7,-5720008,False
684,6.0,4.0,-1359486,False
681,6.0,4.0,-1410162,False
673,5.0,4.0,-1313630,False
688,3.0,9.0,-757503,False
567,20.0,0.7,-4218820,False
580,20.0,0.7,-6536660,False
631,26.0,0.7,-4426656,False
651,3.0,4.0,-1198095,False
676,6.0,4.0,-1409808,False
494,14.0,0.7,-4777346,False
682,6.0,4.0,-1456722,False
685,6.0,4.0,-1410162,False
610,24.0,0.7,-4504536,False
634,26.0,0.7,-4397250,False
622,24.0,0.7,-4416768,False
587,22.0,0.7,-4124054,False
692,3.0,9.0,-711864,False
677,6.0,4.0,-1410162,False
691,3.0,9.0,-714264,False
632,26.0,0.7,-4411342,False
286,22.0,0.2,-8552962,False
635,26.0,0.7,-4380688,False
