index,#vm,ram,target,feasible
583,22.0,0.7,-4153578,False
664,4.0,4.0,-1232208,False
681,6.0,4.0,-1401816,False
689,3.0,9.0,-714264,False
682,6.0,4.0,-1456722,False
687,3.0,9.0,-712923,False
503,14.0,0.7,-5417496,False
689,3.0,9.0,-757503,False
694,3.0,9.0,-714264,False
683,6.0,4.0,-1590270,False
691,3.0,9.0,-711864,False
679,6.0,4.0,-1615170,False
619,24.0,0.7,-4453824,False
286,22.0,0.2,-9287586,False
685,6.0,4.0,-1456722,False
585,22.0,0.7,-4141984,False
600,22.0,0.7,-4162158,False
63,8.0,0.2,-9672352,False
646,3.0,4.0,-1201515,False
684,6.0,4.0,-1359486,False
693,3.0,9.0,-693243,False
684,6.0,4.0,-1359486,False
683,6.0,4.0,-1401816,False
645,26.0,0.7,-4380688,False
441,10.0,0.7,-4515910,False
685,6.0,4.0,-1615170,False
680,6.0,4.0,-1410162,False
691,3.0,9.0,-712923,False
691,3.0,9.0,-693243,False
678,6.0,4.0,-1412382,False
685,6.0,4.0,-1456722,False
678,6.0,4.0,-1412382,False
686,3.0,9.0,-683682,False
