index,#vm,ram,target,feasible
502,14.0,0.7,-5918710,False
596,22.0,0.7,-4183300,False
538,16.0,0.7,-6020192,False
591,22.0,0.7,-4079658,False
326,24.0,0.2,-9031608,False
251,21.0,0.2,-8645238,False
600,22.0,0.7,-4209370,False
334,3.0,0.9,-3815898,False
588,22.0,0.7,-4162158,False
587,22.0,0.7,-4142446,False
591,22.0,0.7,-6364556,False
595,22.0,0.7,-4196280,False
595,22.0,0.7,-4142446,False
589,22.0,0.7,-4141984,False
624,24.0,0.7,-4510608,False
281,22.0,0.2,-9287586,False
623,24.0,0.7,-4454736,False
313,23.0,0.2,-8494383,False
584,22.0,0.7,-4133976,False
583,22.0,0.7,-4124054,False
623,24.0,0.7,-4466928,False
583,22.0,0.7,-4162158,False
589,22.0,0.7,-4141874,False
640,26.0,0.7,-4469998,False
636,26.0,0.7,-4518982,False
645,26.0,0.7,-4356300,False
627,26.0,0.7,-4469998,False
615,24.0,0.7,-4515792,False
608,24.0,0.7,-4447416,False
628,26.0,0.7,-4453878,False
597,22.0,0.7,-4162158,False
593,22.0,0.7,-4196280,False
635,26.0,0.7,-4397250,False
