index,#vm,ram,target,feasible
587,22.0,0.7,-4101548,False
104,11.0,0.2,-10277960,False
691,3.0,9.0,-683682,False
680,6.0,4.0,-1412382,False
695,3.0,9.0,-683682,False
651,3.0,4.0,-1334319,False
695,3.0,9.0,-683682,False
680,6.0,4.0,-1615170,False
692,3.0,9.0,-683682,False
483,12.0,0.7,-4014384,False
689,3.0,9.0,-683682,False
634,26.0,0.7,-4405440,False
691,3.0,9.0,-714453,False
688,3.0,9.0,-691836,False
585,22.0,0.7,-4143018,False
599,22.0,0.7,-4139894,False
577,20.0,0.7,-4271920,False
637,26.0,0.7,-4438512,False
676,6.0,4.0,-1590270,False
587,22.0,0.7,-4161608,False
563,20.0,0.7,-4138360,False
588,22.0,0.7,-4133976,False
640,26.0,0.7,-4356300,False
589,22.0,0.7,-4196280,False
589,22.0,0.7,-4133976,False
619,24.0,0.7,-4510608,False
636,26.0,0.7,-4469998,False
687,3.0,9.0,-757503,False
606,24.0,0.7,-4447416,False
561,18.0,0.7,-6243696,False
544,18.0,0.7,-4131792,False
613,24.0,0.7,-4502400,False
608,24.0,0.7,-4519320,False
