index,#vm,ram,target,feasible
690,3.0,9.0,-691836,False
583,22.0,0.7,-4133976,False
527,16.0,0.7,-4076624,False
598,22.0,0.7,-4101548,False
688,3.0,9.0,-714264,False
632,26.0,0.7,-4453878,False
625,26.0,0.7,-4469998,False
571,20.0,0.7,-4167600,False
89,10.0,0.2,-10254350,False
676,6.0,4.0,-1590270,False
692,3.0,9.0,-757503,False
694,3.0,9.0,-691836,False
683,6.0,4.0,-1615170,False
641,26.0,0.7,-4426656,False
637,26.0,0.7,-4469998,False
568,20.0,0.7,-6287920,False
630,26.0,0.7,-4422158,False
654,3.0,4.0,-1214481,False
640,26.0,0.7,-4448496,False
569,20.0,0.7,-4170180,False
579,20.0,0.7,-4198720,False
695,3.0,9.0,-711864,False
692,3.0,9.0,-707841,False
592,22.0,0.7,-4209370,False
695,3.0,9.0,-711864,False
617,24.0,0.7,-4518192,False
596,22.0,0.7,-4142446,False
640,26.0,0.7,-4453878,False
619,24.0,0.7,-4502400,False
643,26.0,0.7,-4445142,False
595,22.0,0.7,-4196280,False
588,22.0,0.7,-4101548,False
601,22.0,0.7,-4183300,False
