index,#vm,ram,target,feasible
566,20.0,0.7,-4233300,False
677,6.0,4.0,-1421658,False
499,14.0,0.7,-5457914,False
345,4.0,0.9,-3156020,False
677,6.0,4.0,-1615170,False
690,3.0,9.0,-714453,False
689,3.0,9.0,-683682,False
633,26.0,0.7,-4446390,False
693,3.0,9.0,-714264,False
604,24.0,0.7,-4542408,False
683,6.0,4.0,-1409808,False
644,26.0,0.7,-4468256,False
566,20.0,0.7,-4218820,False
599,22.0,0.7,-4209370,False
689,3.0,9.0,-693243,False
651,3.0,4.0,-1204602,False
683,6.0,4.0,-1615170,False
686,3.0,9.0,-716487,False
693,3.0,9.0,-683682,False
680,6.0,4.0,-1456722,False
685,6.0,4.0,-1401816,False
692,3.0,9.0,-716487,False
688,3.0,9.0,-711864,False
685,6.0,4.0,-1410162,False
510,14.0,0.7,-5532954,False
680,6.0,4.0,-1615170,False
689,3.0,9.0,-712923,False
678,6.0,4.0,-1411944,False
690,3.0,9.0,-712923,False
281,22.0,0.2,-8953340,False
589,22.0,0.7,-4133976,False
677,6.0,4.0,-1411944,False
679,6.0,4.0,-1590270,False
