index,#vm,ram,target,feasible
573,20.0,0.7,-4161240,False
34,5.0,0.2,-9436605,False
494,14.0,0.7,-4049556,False
582,20.0,0.7,-6287920,False
575,20.0,0.7,-6424480,False
553,18.0,0.7,-4043250,False
501,14.0,0.7,-5600224,False
494,14.0,0.7,-5681998,False
653,3.0,4.0,-1201515,False
561,18.0,0.7,-4266774,False
636,26.0,0.7,-4438512,False
653,3.0,4.0,-1206189,False
572,20.0,0.7,-4193800,False
584,22.0,0.7,-4207984,False
634,26.0,0.7,-4356300,False
631,26.0,0.7,-4411342,False
597,22.0,0.7,-4139894,False
626,26.0,0.7,-4465084,False
584,22.0,0.7,-4168186,False
605,24.0,0.7,-4395264,False
586,22.0,0.7,-4168186,False
455,10.0,0.7,-3925600,False
602,22.0,0.7,-4079658,False
491,12.0,0.7,-4519752,False
552,18.0,0.7,-4082760,False
639,26.0,0.7,-4518982,False
590,22.0,0.7,-4207984,False
687,3.0,9.0,-711864,False
687,3.0,9.0,-757503,False
693,3.0,9.0,-716487,False
688,3.0,9.0,-714264,False
695,3.0,9.0,-691836,False
686,3.0,9.0,-716487,False
