index,parallelism_ffmpeg-0,parallelism_librosa,parallelism_ffmpeg-1,parallelism_ffmpeg-2,parallelism_deepspeech,target,feasible
53,2.0,4.0,4.0,4.0,2.0,-0.525222222,True
206,4.0,2.0,2.0,6.0,2.0,-0.45505725,False
154,4.0,6.0,4.0,2.0,4.0,-2.581552792,True
21,4.0,4.0,2.0,8.0,4.0,-0.4445,True
122,2.0,6.0,2.0,6.0,4.0,-0.347265153,True
230,4.0,4.0,2.0,2.0,2.0,-2.045125,False
91,4.0,6.0,2.0,8.0,2.0,-0.442208333,True
99,2.0,2.0,4.0,4.0,4.0,-0.439447347,True
207,2.0,6.0,2.0,2.0,2.0,-2.025200306,False
257,2.0,2.0,2.0,6.0,2.0,-0.541027778,False
119,4.0,2.0,4.0,6.0,4.0,-0.464861111,True
255,2.0,6.0,2.0,4.0,2.0,-0.638375,False
264,4.0,2.0,2.0,8.0,4.0,-0.475219681,False
64,4.0,6.0,4.0,6.0,4.0,-0.263958333,True
63,2.0,6.0,2.0,6.0,4.0,-0.474069444,True
119,4.0,2.0,4.0,6.0,4.0,-0.446536125,True
40,4.0,6.0,4.0,6.0,2.0,-0.589277778,True
200,2.0,2.0,4.0,4.0,4.0,-0.439447347,False
57,4.0,6.0,4.0,8.0,4.0,-0.174361111,True
