index,parallelism_ffmpeg-0,parallelism_librosa,parallelism_ffmpeg-1,parallelism_ffmpeg-2,parallelism_deepspeech,target,feasible
44,2.0,4.0,4.0,6.0,4.0,-0.502097222,True
256,4.0,2.0,2.0,4.0,2.0,-0.640430556,False
69,2.0,6.0,2.0,8.0,4.0,-0.358575153,True
174,2.0,4.0,2.0,2.0,2.0,-1.632116264,False
228,2.0,4.0,2.0,2.0,2.0,-1.632116264,False
137,4.0,2.0,4.0,8.0,2.0,-0.575388889,True
22,4.0,6.0,2.0,4.0,2.0,-0.4056085,True
17,2.0,4.0,2.0,6.0,4.0,-0.3125,True
146,2.0,6.0,2.0,6.0,2.0,-0.489805556,True
192,2.0,4.0,2.0,8.0,4.0,-0.5575,False
225,2.0,6.0,2.0,2.0,2.0,-1.550319444,False
37,4.0,6.0,2.0,4.0,2.0,-0.4056085,True
120,2.0,6.0,2.0,8.0,4.0,-0.472138889,True
91,4.0,6.0,2.0,8.0,2.0,-0.451875,True
123,2.0,2.0,2.0,6.0,4.0,-0.548472222,True
55,2.0,6.0,2.0,6.0,4.0,-0.347265153,True
122,2.0,6.0,2.0,6.0,4.0,-0.347265153,True
34,4.0,4.0,2.0,6.0,4.0,-0.409236111,True
274,2.0,4.0,2.0,6.0,2.0,-0.574871111,False
