index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
8940,24,3,13,2,-65196,False
14247,64,2,5,31,-232097,False
12130,44,2,12,11,-118426,False
9287,34,2,10,1,-74771,False
6367,14,3,12,11,-117227,False
8329,14,3,15,4,-70216,False
8598,24,3,16,3,-74274,False
8041,14,3,15,5,-75020,False
8347,14,3,14,4,-69800,False
13815,54,3,14,5,-77080,False
13816,44,3,14,5,-76285,False
8359,14,1,14,4,-144692,False
9443,34,3,1,1,-37887,False
8579,34,3,1,4,-40560,False
8577,54,3,1,4,-41504,False
8578,44,3,1,4,-40312,False
8542,44,3,3,4,-51244,False
7718,64,2,1,7,-78183,False
8866,44,3,1,3,-42084,False
8002,44,3,1,6,-52074,False
8867,34,3,1,3,-40638,False
10592,64,3,1,17,-100538,False
8867,34,3,1,3,-40638,False
9751,14,3,16,19,-186865,False
8865,54,3,1,3,-43437,False
12320,64,3,1,11,-72138,False
11468,64,1,1,14,-185640,False
6578,64,3,16,10,-98040,False
13771,14,2,1,6,-62898,False
8297,34,2,1,5,-60440,False
6277,14,3,1,12,-71520,False
8868,24,3,1,3,-41529,False
8868,24,3,1,3,-41529,False
8864,64,3,1,3,-42909,False
8293,14,3,1,5,-51000,False
7715,34,3,1,7,-69727,False
8587,14,2,1,4,-57016,False
8864,64,3,1,3,-42909,False
8582,64,2,1,4,-55208,False
10885,14,3,1,16,-124784,False
8588,64,1,1,4,-109904,False
8833,14,3,3,3,-48270,False
12331,14,2,1,11,-92840,False
13496,64,2,16,6,-99144,False
15847,64,1,16,22,-340626,False
8288,64,3,1,5,-49665,False
5,14,3,16,32,-225216,False
11746,44,3,1,13,-78325,False
8578,44,3,1,4,-40312,False
10898,64,3,16,15,-154740,False
8869,14,3,1,3,-41451,False
2291,14,3,1,25,-164975,False
287,14,1,1,32,-353536,False
2574,64,3,1,24,-154704,False
7441,14,1,1,8,-115520,False
8578,44,3,1,4,-40312,False
9157,14,3,1,2,-38578,False
8578,44,3,1,4,-40312,False
16403,64,3,1,32,-245056,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
17183,64,3,16,27,-226935,False
8579,34,3,1,4,-40560,False
