index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
10357,14,1,15,17,-278766,False
9430,44,2,2,1,-58848,False
15124,54,2,12,26,-246766,False
9297,54,3,9,1,-54504,False
65,14,2,13,32,-276480,False
17867,64,3,7,24,-170304,False
4544,64,3,1,18,-124614,False
5696,64,3,1,14,-81424,False
12608,64,3,1,10,-72060,False
7123,14,3,2,9,-68391,False
7447,14,3,16,7,-79814,False
13477,14,3,1,7,-56399,False
13765,14,3,1,6,-51606,False
8293,14,3,1,5,-51000,False
8011,14,2,1,6,-69342,False
8455,14,3,8,4,-59560,False
8305,14,1,1,5,-109225,False
8292,24,3,1,5,-53175,False
8581,14,3,1,4,-42604,False
8869,14,3,1,3,-41451,False
12619,14,2,1,10,-91150,False
11767,14,3,16,12,-106440,False
8866,44,3,1,3,-42084,False
8587,14,2,1,4,-57016,False
8864,64,3,1,3,-42909,False
6277,14,3,1,12,-77748,False
8870,64,2,1,3,-56130,False
6878,64,1,16,9,-177255,False
4855,14,3,16,16,-157584,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
11750,64,2,1,13,-86554,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
3443,14,3,1,21,-108108,False
8869,14,3,1,3,-41451,False
18335,64,3,16,21,-172557,False
8833,14,3,3,3,-48270,False
8029,14,2,16,5,-91360,False
16027,64,1,1,22,-242946,False
8869,14,3,1,3,-41451,False
12049,14,1,1,12,-136800,False
12626,64,3,16,9,-99072,False
1139,14,3,1,29,-153613,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8311,14,3,16,4,-71232,False
1151,14,1,1,29,-305051,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
16403,64,3,1,32,-222016,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
