index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
18501,44,1,3,21,-249963,False
9215,34,2,14,1,-81126,False
1325,14,2,7,28,-215684,False
18345,44,1,16,21,-317940,False
569,14,2,1,31,-200229,False
3153,34,3,1,22,-117480,False
4545,54,3,1,18,-132552,False
95,14,3,11,32,-210272,False
10885,14,3,1,16,-94000,False
5989,14,3,1,13,-83005,False
8004,24,3,1,6,-60252,False
9451,14,2,1,1,-53721,False
9445,14,3,1,1,-36791,False
8293,14,3,1,5,-51000,False
8239,14,3,4,5,-57505,False
8581,14,3,1,4,-42604,False
8869,14,3,1,3,-41451,False
8864,64,3,1,3,-42909,False
8865,54,3,1,3,-43437,False
8001,54,3,1,6,-51024,False
8869,14,3,1,3,-41451,False
8006,64,2,1,6,-70458,False
8576,64,3,1,4,-41524,False
12626,64,3,16,9,-102195,False
6865,14,1,1,10,-141650,False
8504,64,3,5,4,-50136,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8579,34,3,1,4,-40560,False
8579,34,3,1,4,-40560,False
12608,64,3,1,10,-72060,False
8588,64,1,1,4,-109904,False
8587,14,2,1,4,-57016,False
5431,14,3,16,14,-139328,False
15059,64,3,1,27,-173151,False
8579,34,3,1,4,-40560,False
8579,34,3,1,4,-40560,False
8579,34,3,1,4,-40560,False
8579,34,3,1,4,-40560,False
8579,34,3,1,4,-40560,False
16231,64,1,16,32,-432256,False
8579,34,3,1,4,-40560,False
2291,14,3,1,25,-164975,False
11755,14,2,1,13,-103220,False
8579,34,3,1,4,-40560,False
8582,64,2,1,4,-55208,False
7736,64,2,16,6,-99144,False
8579,34,3,1,4,-40560,False
12326,64,2,1,11,-87175,False
8579,34,3,1,4,-40560,False
5984,64,3,1,13,-90233,False
8579,34,3,1,4,-40560,False
5708,64,1,1,14,-185640,False
8579,34,3,1,4,-40560,False
8288,64,3,1,5,-49665,False
7424,64,3,1,8,-54632,False
8833,14,3,3,3,-48270,False
8578,44,3,1,4,-40312,False
8577,54,3,1,4,-41504,False
8867,34,3,1,3,-40638,False
8584,44,2,1,4,-57632,False
12898,44,3,1,9,-72963,False
8868,24,3,1,3,-41529,False
