index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
10078,44,2,14,18,-197946,False
8771,34,1,7,3,-124875,False
15350,24,3,9,25,-164850,False
4740,24,1,7,17,-226355,False
1403,14,1,3,28,-314188,False
4782,24,3,4,17,-119136,False
5989,14,3,1,13,-83005,False
6583,14,3,16,10,-92150,False
7429,14,3,1,8,-70688,False
8869,14,3,1,3,-41451,False
9445,14,3,1,1,-36791,False
8864,64,3,1,3,-42909,False
8598,24,3,16,3,-74274,False
8299,14,2,1,5,-60045,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8873,34,2,1,3,-54213,False
8317,14,2,16,4,-92676,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
16404,54,3,1,32,-273920,False
9451,14,2,1,1,-53721,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
9155,34,3,1,2,-38074,False
9152,64,3,1,2,-39306,False
9154,44,3,1,2,-37412,False
8866,44,3,1,3,-42084,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8870,64,2,1,3,-56130,False
8869,14,3,1,3,-41451,False
8792,64,3,5,3,-52236,False
12608,64,3,1,10,-72060,False
8869,14,3,1,3,-41451,False
7718,64,2,1,7,-65240,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
13760,64,3,1,6,-53340,False
8869,14,3,1,3,-41451,False
12619,14,2,1,10,-72190,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8865,54,3,1,3,-43437,False
9440,64,3,1,1,-37218,False
13196,64,1,1,8,-123248,False
8867,34,3,1,3,-40638,False
7721,34,2,1,7,-73010,False
8867,34,3,1,3,-40638,False
3438,64,3,1,21,-137067,False
8581,14,3,1,4,-42604,False
12038,64,2,1,12,-93960,False
8867,34,3,1,3,-40638,False
8867,34,3,1,3,-40638,False
