index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
3839,34,1,9,20,-290920,False
13078,44,3,7,8,-96368,False
1176,64,2,15,28,-253120,False
3,34,3,16,32,-225216,False
8469,54,3,7,4,-59172,False
9187,14,1,16,1,-129884,False
9350,64,3,6,1,-47259,False
9027,54,3,8,2,-56938,False
8577,54,3,1,4,-41504,False
9441,54,3,1,1,-36900,False
8865,54,3,1,3,-43437,False
8288,64,3,1,5,-49665,False
8865,54,3,1,3,-43437,False
8294,64,2,1,5,-59700,False
8289,54,3,1,5,-55530,False
8289,54,3,1,5,-55530,False
6853,14,3,1,10,-77510,False
8576,64,3,1,4,-41524,False
13476,24,3,1,7,-64932,False
8578,44,3,1,4,-40312,False
8580,24,3,1,4,-40196,False
8293,14,3,1,5,-51000,False
8579,34,3,1,4,-40560,False
8868,24,3,1,3,-41529,False
12032,64,3,1,12,-73656,False
12620,64,1,1,10,-126080,False
8867,34,3,1,3,-40638,False
5987,34,3,1,13,-89505,False
8586,24,2,1,4,-58804,False
11456,64,3,1,14,-117488,False
8472,24,3,7,4,-57240,False
9452,64,1,1,1,-105985,False
6004,44,3,16,12,-108000,False
12913,14,1,1,9,-142218,False
8869,14,3,1,3,-41451,False
9445,14,3,1,1,-36791,False
8867,34,3,1,3,-40638,False
8581,14,3,1,4,-42604,False
12896,64,3,1,9,-66330,False
8578,44,3,1,4,-40312,False
11173,14,3,1,15,-116160,False
6849,54,3,1,10,-78560,False
6007,14,3,16,12,-104112,False
8580,24,3,1,4,-40196,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
11473,14,1,1,14,-137326,False
8558,64,3,2,4,-52988,False
13832,64,3,13,5,-74755,False
8851,14,3,2,3,-46407,False
8508,24,3,5,4,-56508,False
13454,64,3,2,7,-54614,False
7735,14,3,16,6,-80748,False
8381,34,3,12,4,-67732,False
13621,14,3,9,6,-68088,False
6169,14,3,7,12,-94296,False
12914,64,3,16,8,-84512,False
6871,14,3,16,9,-88695,False
287,14,1,1,32,-353536,False
6434,64,3,8,11,-84029,False
6592,44,1,16,10,-169020,False
8594,64,3,16,3,-76656,False
8580,24,3,1,4,-40196,False
