index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
7372,44,3,4,8,-57680,False
1545,34,1,11,27,-345816,False
12792,24,3,7,9,-74151,False
16403,64,3,1,32,-222016,False
9008,64,3,9,2,-58514,False
9440,64,3,1,1,-37218,False
8002,44,3,1,6,-52074,False
9406,44,3,3,1,-43189,False
8270,64,3,2,5,-54815,False
13500,24,2,16,6,-97482,False
7712,64,3,1,7,-56322,False
8294,64,2,1,5,-59700,False
7717,14,3,1,7,-56399,False
8291,34,3,1,5,-49160,False
8579,34,3,1,4,-40560,False
8865,54,3,1,3,-43437,False
8869,14,3,1,3,-41451,False
11456,64,3,1,14,-81424,False
4867,14,1,16,16,-235472,False
8867,34,3,1,3,-40638,False
6560,64,3,1,11,-83545,False
8872,44,2,1,3,-55389,False
8300,64,1,1,5,-113820,False
8580,24,3,1,4,-40196,False
10304,64,3,1,18,-124614,False
9182,64,1,16,1,-134647,False
13190,64,2,1,8,-71144,False
8299,14,2,1,5,-60045,False
8526,24,3,4,4,-53760,False
5714,64,3,16,13,-117390,False
13202,64,3,16,7,-82362,False
12043,14,2,1,12,-90144,False
5413,14,3,1,15,-116160,False
6284,64,1,1,12,-134784,False
7435,14,2,1,8,-72280,False
6872,64,2,16,9,-116154,False
11174,64,2,1,15,-135615,False
18335,64,3,16,21,-172557,False
8580,24,3,1,4,-40196,False
10322,64,3,16,17,-157964,False
2867,14,3,1,23,-132664,False
8580,24,3,1,4,-40196,False
8438,64,2,9,4,-77412,False
7153,14,1,1,9,-142218,False
1998,64,3,1,26,-201396,False
8580,24,3,1,4,-40196,False
3450,64,1,1,21,-234570,False
8580,24,3,1,4,-40196,False
8580,24,3,1,4,-40196,False
7591,14,3,8,7,-63763,False
8580,24,3,1,4,-40196,False
8580,24,3,1,4,-40196,False
12326,64,2,1,11,-87175,False
8580,24,3,1,4,-40196,False
7610,64,2,7,7,-78043,False
12037,14,3,1,12,-77748,False
16233,44,1,16,32,-416032,False
8875,14,2,1,3,-57516,False
9152,64,3,1,2,-39306,False
8581,14,3,1,4,-42604,False
8864,64,3,1,3,-42909,False
8008,44,2,1,6,-65076,False
11767,14,3,16,12,-104112,False
