index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
3517,54,2,13,20,-217300,False
13097,34,3,6,8,-66056,False
2158,24,1,9,25,-318500,False
9261,54,3,11,1,-57889,False
9170,64,3,16,1,-69307,False
13472,64,3,1,7,-56322,False
13765,14,3,1,6,-61572,False
8288,64,3,1,5,-49665,False
9440,64,3,1,1,-37218,False
8577,54,3,1,4,-41504,False
8866,44,3,1,3,-42084,False
275,14,3,1,32,-211808,False
8865,54,3,1,3,-43437,False
8870,64,2,1,3,-56130,False
8290,44,3,1,5,-45525,False
8579,34,3,1,4,-40560,False
12032,64,3,1,12,-79716,False
12908,64,1,1,9,-126414,False
8587,14,2,1,4,-57016,False
8869,14,3,1,3,-41451,False
12338,64,3,16,10,-99020,False
5701,14,3,1,14,-80220,False
12325,14,3,1,11,-67815,False
8868,24,3,1,3,-41529,False
8524,44,3,4,4,-50968,False
5713,14,1,1,14,-182252,False
8578,44,3,1,4,-40312,False
8591,34,1,1,4,-111640,False
8006,64,2,1,6,-63594,False
7147,14,2,1,9,-77985,False
11191,14,3,16,14,-139328,False
12896,64,3,1,9,-66330,False
7453,14,2,16,7,-98882,False
10592,64,3,1,17,-102459,False
9163,14,2,1,2,-57962,False
9733,14,3,1,20,-131820,False
16231,64,1,16,32,-424128,False
2286,64,3,1,25,-155700,False
8578,44,3,1,4,-40312,False
1733,14,3,16,26,-202878,False
6278,64,2,1,12,-114144,False
8114,64,2,11,5,-86395,False
12355,14,1,16,10,-174160,False
8578,44,3,1,4,-40312,False
8581,14,3,1,4,-42604,False
13202,64,3,16,7,-82362,False
8578,44,3,1,4,-40312,False
13771,14,2,1,6,-62898,False
13064,64,2,8,8,-87000,False
3276,64,3,10,21,-148848,False
972,64,3,10,29,-196098,False
8578,44,3,1,4,-40312,False
12342,24,3,16,10,-96250,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
8296,44,2,1,5,-61470,False
7141,14,3,1,9,-70686,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
8023,14,3,16,5,-78055,False
8335,14,2,15,4,-92100,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
