index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
1557,34,2,10,27,-211680,False
7059,54,1,6,9,-140166,False
2359,54,3,13,24,-207504,False
9131,34,1,3,2,-110782,False
9453,54,1,1,1,-97345,False
9344,64,1,7,1,-112995,False
12909,54,1,1,9,-131400,False
8305,14,1,1,5,-109225,False
13489,14,1,1,7,-117180,False
13765,14,3,1,6,-61572,False
8293,14,3,1,5,-51000,False
8869,14,3,1,3,-41451,False
8743,14,3,8,3,-56667,False
9157,14,3,1,2,-38578,False
8869,14,3,1,3,-41451,False
8868,24,3,1,3,-41529,False
9154,44,3,1,2,-37412,False
9152,64,3,1,2,-39306,False
9440,64,3,1,1,-37218,False
8866,44,3,1,3,-42084,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
4561,14,1,1,18,-227178,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
9118,44,3,3,2,-42858,False
270,64,3,1,32,-206848,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
13778,64,3,16,5,-76805,False
8869,14,3,1,3,-41451,False
8870,64,2,1,3,-56130,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
6295,14,3,16,11,-105138,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
13927,64,1,16,32,-432256,False
13483,14,2,1,7,-64190,False
8875,14,2,1,3,-57516,False
12349,14,2,16,10,-112530,False
13766,64,2,1,6,-70458,False
8868,24,3,1,3,-41529,False
8869,14,3,1,3,-41451,False
5419,14,2,1,15,-121845,False
5125,14,3,1,16,-124784,False
8029,14,2,16,5,-98445,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
12032,64,3,1,12,-73656,False
8869,14,3,1,3,-41451,False
10898,64,3,16,15,-154740,False
