index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
4570,44,2,16,17,-195670,False
10889,34,2,1,16,-128048,False
17470,24,1,9,26,-325052,False
276,64,2,1,32,-293984,False
11466,24,2,1,14,-114590,False
13472,64,3,1,7,-56322,False
9440,64,3,1,1,-37218,False
8005,14,3,1,6,-51606,False
8293,14,3,1,5,-51000,False
8023,14,3,16,5,-74340,False
11749,14,3,1,13,-83005,False
8576,64,3,1,4,-41524,False
8582,64,2,1,4,-55208,False
8578,44,3,1,4,-40312,False
8865,54,3,1,3,-43437,False
8291,34,3,1,5,-49160,False
12901,14,3,1,9,-70686,False
8761,14,3,7,3,-55788,False
7729,14,1,1,7,-108017,False
8869,14,3,1,3,-41451,False
12631,14,3,16,9,-88695,False
8875,14,2,1,3,-57516,False
12320,64,3,1,11,-83545,False
8579,34,3,1,4,-40560,False
3973,14,3,1,20,-151620,False
13616,64,3,9,6,-64752,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
11168,64,3,1,15,-118875,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
6007,14,3,16,12,-106440,False
6577,14,1,1,11,-130845,False
3980,64,1,1,20,-269740,False
8588,64,1,1,4,-109904,False
13771,14,2,1,6,-62898,False
13190,64,2,1,8,-83784,False
7741,14,2,16,6,-99240,False
8578,44,3,1,4,-40312,False
17747,64,3,1,25,-155700,False
1157,14,3,16,28,-215376,False
2597,14,3,16,23,-163208,False
9185,34,1,16,1,-137292,False
11185,14,1,1,15,-156585,False
8867,34,3,1,3,-40638,False
8587,14,2,1,4,-57016,False
13766,64,2,1,6,-70458,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
8578,44,3,1,4,-40312,False
8541,54,3,3,4,-48656,False
8578,44,3,1,4,-40312,False
13369,14,3,7,7,-66185,False
12350,64,1,16,10,-181170,False
13202,64,3,16,7,-82362,False
6859,14,2,1,10,-91150,False
10633,14,3,15,16,-149232,False
