index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
13436,64,3,3,7,-54264,False
1827,34,2,11,26,-215748,False
5052,24,3,5,16,-121328,False
9454,44,1,1,1,-102736,False
7916,64,2,6,6,-74766,False
9012,24,3,9,2,-59448,False
8270,64,3,2,5,-54815,False
13491,54,3,16,6,-85782,False
8217,54,3,5,5,-55345,False
7716,24,3,1,7,-65128,False
8486,64,3,6,4,-56340,False
13724,64,3,3,6,-52296,False
8522,64,3,4,4,-50020,False
8810,64,3,4,3,-51090,False
9212,64,2,14,1,-80751,False
13580,64,3,11,6,-71346,False
282,64,1,1,32,-381344,False
4850,64,3,16,16,-141536,False
8522,64,3,4,4,-50020,False
8545,14,3,3,4,-53084,False
8540,64,3,3,4,-46536,False
8828,64,3,3,3,-43845,False
9422,64,3,2,1,-41774,False
7586,64,3,8,7,-69244,False
13255,14,1,14,7,-156170,False
9134,64,3,2,2,-40360,False
16231,64,1,16,32,-505088,False
8864,64,3,1,3,-42909,False
8846,64,3,2,3,-46884,False
9152,64,3,1,2,-39306,False
9243,54,3,12,1,-60534,False
4958,64,3,10,16,-126768,False
11756,64,1,1,13,-137943,False
12824,64,3,5,9,-68571,False
8432,64,3,9,4,-63296,False
13837,14,3,13,5,-68485,False
5984,64,3,1,13,-90233,False
12104,64,3,13,11,-87868,False
9728,64,3,1,20,-179060,False
11630,64,1,8,13,-176358,False
7521,54,2,12,7,-93149,False
15755,64,3,7,23,-139449,False
8444,64,1,9,4,-138216,False
7970,64,2,3,6,-70044,False
8599,14,3,16,3,-73140,False
8342,64,3,14,4,-75804,False
8185,14,3,7,5,-62035,False
8006,64,2,1,6,-63594,False
8869,14,3,1,3,-41451,False
12055,14,3,16,11,-91036,False
3059,14,1,7,22,-281446,False
149,14,3,8,32,-214784,False
9157,14,3,1,2,-38578,False
13489,14,1,1,7,-108017,False
8587,14,2,1,4,-57016,False
6530,64,2,3,11,-87835,False
8869,14,3,1,3,-41451,False
12451,14,3,10,10,-81210,False
8869,14,3,1,3,-41451,False
5155,14,1,16,15,-276870,False
2957,14,3,12,22,-156838,False
8869,14,3,1,3,-41451,False
12284,64,3,3,11,-78111,False
