index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
4120,44,2,9,19,-168397,False
9373,14,3,5,1,-47891,False
16629,44,1,15,30,-442680,False
9388,44,3,4,1,-44977,False
10215,54,3,6,18,-170622,False
711,34,2,9,30,-251460,False
10832,64,2,4,16,-133008,False
6278,64,2,1,12,-114144,False
6848,64,3,1,10,-72060,False
13473,54,3,1,7,-55286,False
8288,64,3,1,5,-49665,False
8198,64,3,6,5,-57210,False
8588,64,1,1,4,-109904,False
8576,64,3,1,4,-41524,False
8900,64,3,15,2,-72000,False
9152,64,3,1,2,-39306,False
8294,64,2,1,5,-59700,False
13189,14,3,1,8,-70688,False
8864,64,3,1,3,-42909,False
8582,64,2,1,4,-55208,False
11756,64,1,1,13,-137943,False
201,34,3,5,32,-230720,False
13190,64,2,1,8,-71144,False
13197,54,1,1,8,-117120,False
6956,64,3,11,9,-83835,False
5984,64,3,1,13,-87074,False
7442,64,3,16,7,-83713,False
2289,34,3,1,25,-151675,False
6015,54,1,16,12,-198072,False
4557,54,1,1,18,-230904,False
8870,64,2,1,3,-56130,False
13496,64,2,16,6,-99144,False
8581,14,3,1,4,-42604,False
6002,64,3,16,12,-111612,False
8576,64,3,1,4,-41524,False
8587,14,2,1,4,-57016,False
1156,24,3,16,28,-214816,False
2582,44,2,1,24,-172632,False
8576,64,3,1,4,-41524,False
8576,64,3,1,4,-41524,False
2882,44,3,16,22,-184712,False
8576,64,3,1,4,-41524,False
8576,64,3,1,4,-41524,False
8576,64,3,1,4,-41524,False
8576,64,3,1,4,-41524,False
8868,24,3,1,3,-41529,False
8869,14,3,1,3,-41451,False
8577,54,3,1,4,-41504,False
9187,14,1,16,1,-129884,False
9157,14,3,1,2,-38578,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8577,54,3,1,4,-41504,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
