index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
5655,54,1,4,14,-174846,False
1535,14,3,11,27,-173961,False
7919,34,2,6,6,-78948,False
7938,24,2,5,6,-74274,False
13699,14,2,5,6,-76440,False
13766,64,2,1,6,-70458,False
8258,64,2,3,5,-66840,False
14079,64,2,3,32,-268800,False
13442,64,2,3,7,-71981,False
9451,14,2,1,1,-53721,False
13724,64,3,3,6,-57342,False
8864,64,3,1,3,-42909,False
9372,24,3,5,1,-47258,False
9440,64,3,1,1,-37218,False
8581,14,3,1,4,-42604,False
8866,44,3,1,3,-42084,False
8868,24,3,1,3,-41529,False
7730,64,3,16,6,-80538,False
6565,14,3,1,11,-96217,False
10898,64,3,16,15,-149595,False
8869,14,3,1,3,-41451,False
8318,64,1,16,4,-151888,False
8850,24,3,2,3,-46212,False
8126,64,3,10,5,-69275,False
17,14,1,16,32,-451680,False
8300,64,1,1,5,-113820,False
17939,64,3,1,24,-119976,False
8869,14,3,1,3,-41451,False
8594,64,3,16,3,-76656,False
9926,64,3,6,19,-126673,False
8288,64,3,1,5,-49665,False
8005,14,3,1,6,-61572,False
6704,64,3,9,10,-79500,False
2879,14,1,1,23,-252471,False
10880,64,3,1,16,-97904,False
12062,64,1,16,11,-185746,False
15839,64,3,16,22,-186758,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
12343,14,3,16,10,-84750,False
8869,14,3,1,3,-41451,False
9733,14,3,1,20,-131820,False
11353,14,3,7,14,-98280,False
1427,14,3,1,28,-184520,False
7591,14,3,8,7,-63763,False
8577,54,3,1,4,-41504,False
8576,64,3,1,4,-41524,False
8577,54,3,1,4,-41504,False
8576,64,3,1,4,-41524,False
7226,64,3,12,8,-75576,False
8577,54,3,1,4,-41504,False
8869,14,3,1,3,-41451,False
4286,64,1,16,18,-309978,False
8869,14,3,1,3,-41451,False
8577,54,3,1,4,-41504,False
8577,54,3,1,4,-41504,False
8869,14,3,1,3,-41451,False
8577,54,3,1,4,-41504,False
6865,14,1,1,10,-129080,False
8869,14,3,1,3,-41451,False
8869,14,3,1,3,-41451,False
