index,confidence,hypo_step,max_arm_length,num_threads,target,feasible
3350,44,3,6,21,-134526,False
5782,44,1,13,13,-178178,False
16403,64,3,1,32,-222016,False
13044,24,3,9,8,-72152,False
7459,14,1,16,7,-176169,False
13494,24,3,16,6,-88500,False
7136,64,3,1,9,-66330,False
6151,14,3,8,12,-88272,False
8866,44,3,1,3,-42084,False
9440,64,3,1,1,-37218,False
9442,44,3,1,1,-39210,False
8864,64,3,1,3,-42909,False
8865,54,3,1,3,-43437,False
8867,34,3,1,3,-40638,False
8867,34,3,1,3,-40638,False
8869,14,3,1,3,-41451,False
8870,64,2,1,3,-56130,False
8868,24,3,1,3,-41529,False
8702,64,3,10,3,-61632,False
8867,34,3,1,3,-40638,False
8875,14,2,1,3,-57516,False
8867,34,3,1,3,-40638,False
8867,34,3,1,3,-40638,False
8588,64,1,1,4,-109904,False
8867,34,3,1,3,-40638,False
8867,34,3,1,3,-40638,False
8867,34,3,1,3,-40638,False
8867,34,3,1,3,-40638,False
8585,34,2,1,4,-56084,False
8293,14,3,1,5,-51000,False
8815,14,3,4,3,-50745,False
287,14,1,1,32,-353536,False
5138,64,3,16,15,-149595,False
13762,44,3,1,6,-52074,False
12902,64,2,1,9,-89415,False
8867,34,3,1,3,-40638,False
8830,44,3,3,3,-45372,False
8867,34,3,1,3,-40638,False
5,14,3,16,32,-225216,False
8867,34,3,1,3,-40638,False
8402,64,2,11,4,-81440,False
8867,34,3,1,3,-40638,False
8867,34,3,1,3,-40638,False
9457,14,1,1,1,-100300,False
9157,14,3,1,2,-38578,False
9155,34,3,1,2,-38074,False
9152,64,3,1,2,-39306,False
12035,34,3,1,12,-76044,False
8867,34,3,1,3,-40638,False
12619,14,2,1,10,-72190,False
10603,14,2,1,17,-157760,False
2016,64,3,16,25,-213425,False
8011,14,2,1,6,-62898,False
7141,14,3,1,9,-94500,False
13346,64,3,8,7,-69244,False
5408,64,3,1,15,-86985,False
6661,14,2,12,10,-108340,False
8867,34,3,1,3,-40638,False
6865,14,1,1,10,-129080,False
8288,64,3,1,5,-49665,False
8294,64,2,1,5,-59700,False
10597,14,3,1,17,-122774,False
8810,64,3,4,3,-51090,False
