Starting label pr__ei, seed 848178771, iteration 0, time: 0.00018715858459472656, current best obj: -156060.0.
Starting label pr__ei, seed 848178771, iteration 1, time: 47.860151529312134, current best obj: -156060.0.
Starting label pr__ei, seed 848178771, iteration 2, time: 95.0820791721344, current best obj: -156060.0.
Starting label pr__ei, seed 848178771, iteration 3, time: 141.67135047912598, current best obj: -156060.0.
Starting label pr__ei, seed 848178771, iteration 4, time: 186.28663444519043, current best obj: -156060.0.
Starting label pr__ei, seed 848178771, iteration 5, time: 232.31656432151794, current best obj: -156060.0.
Starting label pr__ei, seed 848178771, iteration 6, time: 278.2104580402374, current best obj: -121432.0.
Starting label pr__ei, seed 848178771, iteration 7, time: 323.9817605018616, current best obj: -121432.0.
Starting label pr__ei, seed 848178771, iteration 8, time: 371.7789616584778, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 9, time: 418.2798595428467, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 10, time: 468.1737732887268, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 11, time: 512.4148082733154, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 12, time: 559.4507584571838, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 13, time: 606.8394713401794, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 14, time: 653.8854312896729, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 15, time: 700.0026676654816, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 16, time: 747.8112461566925, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 17, time: 794.0495359897614, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 18, time: 843.5031876564026, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 19, time: 889.9027922153473, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 20, time: 938.2425265312195, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 21, time: 987.2093937397003, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 22, time: 1038.1514432430267, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 23, time: 1093.9842104911804, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 24, time: 1151.3925433158875, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 25, time: 1207.4191448688507, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 26, time: 1262.5647778511047, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 27, time: 1318.4417135715485, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 28, time: 1374.7368741035461, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 29, time: 1432.3047425746918, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 30, time: 1490.0036180019379, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 31, time: 1546.5813193321228, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 32, time: 1602.8391108512878, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 33, time: 1661.5714936256409, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 34, time: 1722.4226665496826, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 35, time: 1783.3090510368347, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 36, time: 1844.5212471485138, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 37, time: 1904.3587012290955, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 38, time: 1963.726280450821, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 39, time: 2032.8043138980865, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 40, time: 2263.2909297943115, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 41, time: 2323.3073828220367, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 42, time: 2385.430248737335, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 43, time: 2447.3194715976715, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 44, time: 2509.7387499809265, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 45, time: 2573.505001783371, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 46, time: 2636.2530682086945, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 47, time: 2698.7712037563324, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 48, time: 2761.68288731575, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 49, time: 2819.9204380512238, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 50, time: 2880.6609897613525, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 51, time: 2939.096561908722, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 52, time: 2998.7379133701324, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 53, time: 3058.849380016327, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 54, time: 3118.7511217594147, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 55, time: 3179.4397082328796, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 56, time: 3238.964672803879, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 57, time: 3298.2810413837433, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 58, time: 3360.0502202510834, current best obj: -40196.0.
Starting label pr__ei, seed 848178771, iteration 59, time: 3421.9559795856476, current best obj: -40196.0.
