Starting label pr__ei, seed 456512442, iteration 0, time: 0.00016760826110839844, current best obj: -55655.0.
Starting label pr__ei, seed 456512442, iteration 1, time: 47.34532189369202, current best obj: -55655.0.
Starting label pr__ei, seed 456512442, iteration 2, time: 91.99730181694031, current best obj: -55655.0.
Starting label pr__ei, seed 456512442, iteration 3, time: 139.2720923423767, current best obj: -55655.0.
Starting label pr__ei, seed 456512442, iteration 4, time: 185.13326716423035, current best obj: -55655.0.
Starting label pr__ei, seed 456512442, iteration 5, time: 231.02625250816345, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 6, time: 276.126590013504, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 7, time: 322.988529920578, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 8, time: 368.8494324684143, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 9, time: 416.20658707618713, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 10, time: 464.1861274242401, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 11, time: 511.3361430168152, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 12, time: 560.0745480060577, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 13, time: 609.2347779273987, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 14, time: 658.0559213161469, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 15, time: 705.4415583610535, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 16, time: 754.5830216407776, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 17, time: 804.3603358268738, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 18, time: 854.9318475723267, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 19, time: 903.8140912055969, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 20, time: 951.2016744613647, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 21, time: 1002.2428450584412, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 22, time: 1051.4714314937592, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 23, time: 1105.3340582847595, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 24, time: 1160.6653628349304, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 25, time: 1216.7635550498962, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 26, time: 1272.932895898819, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 27, time: 1329.0324008464813, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 28, time: 1388.4234066009521, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 29, time: 1447.1866834163666, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 30, time: 1505.0414369106293, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 31, time: 1564.616459608078, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 32, time: 1623.3873562812805, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 33, time: 1681.935346364975, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 34, time: 1743.7473711967468, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 35, time: 1801.1097736358643, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 36, time: 1860.911077260971, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 37, time: 1921.36882853508, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 38, time: 1981.4702801704407, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 39, time: 2041.3452773094177, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 40, time: 2101.9792642593384, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 41, time: 2164.07448387146, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 42, time: 2223.7389590740204, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 43, time: 2283.5763959884644, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 44, time: 2342.5377044677734, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 45, time: 2402.5249123573303, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 46, time: 2462.583421230316, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 47, time: 2523.2239258289337, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 48, time: 2585.0370659828186, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 49, time: 2645.458425283432, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 50, time: 2704.162679195404, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 51, time: 2764.0981872081757, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 52, time: 2824.7109603881836, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 53, time: 2884.6206424236298, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 54, time: 2945.543280363083, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 55, time: 3006.5520668029785, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 56, time: 3066.668518304825, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 57, time: 3126.559089899063, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 58, time: 3187.4118123054504, current best obj: -40196.0.
Starting label pr__ei, seed 456512442, iteration 59, time: 3248.271592617035, current best obj: -40196.0.
