Starting label pr__ei, seed 925942031, iteration 0, time: 0.00019884109497070312, current best obj: -164850.0.
Starting label pr__ei, seed 925942031, iteration 1, time: 69.76985311508179, current best obj: -164850.0.
Starting label pr__ei, seed 925942031, iteration 2, time: 136.4597783088684, current best obj: -164850.0.
Starting label pr__ei, seed 925942031, iteration 3, time: 204.09239673614502, current best obj: -119136.0.
Starting label pr__ei, seed 925942031, iteration 4, time: 274.2195932865143, current best obj: -83005.0.
Starting label pr__ei, seed 925942031, iteration 5, time: 338.57876777648926, current best obj: -83005.0.
Starting label pr__ei, seed 925942031, iteration 6, time: 403.73617792129517, current best obj: -70688.0.
Starting label pr__ei, seed 925942031, iteration 7, time: 470.5988018512726, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 8, time: 535.9054458141327, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 9, time: 603.9094676971436, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 10, time: 677.7683675289154, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 11, time: 752.3923006057739, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 12, time: 824.531439781189, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 13, time: 902.3846752643585, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 14, time: 979.7034327983856, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 15, time: 1053.2281565666199, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 16, time: 1126.2097194194794, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 17, time: 1199.861184835434, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 18, time: 1272.4074172973633, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 19, time: 1353.74418592453, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 20, time: 1432.85364818573, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 21, time: 1513.4176654815674, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 22, time: 1594.1790959835052, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 23, time: 1684.1521990299225, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 24, time: 1764.6944365501404, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 25, time: 1842.5856330394745, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 26, time: 1925.0208270549774, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 27, time: 2011.104118347168, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 28, time: 2102.709333181381, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 29, time: 2189.333330154419, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 30, time: 2272.632248878479, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 31, time: 2361.7558495998383, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 32, time: 2443.1743466854095, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 33, time: 2524.6514353752136, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 34, time: 2609.022225379944, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 35, time: 2691.757380247116, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 36, time: 2777.0005974769592, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 37, time: 2863.3343007564545, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 38, time: 2948.903777360916, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 39, time: 3032.449238538742, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 40, time: 3113.7385597229004, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 41, time: 3194.9609322547913, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 42, time: 3280.72749710083, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 43, time: 3368.7168123722076, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 44, time: 3460.5212547779083, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 45, time: 3542.530412912369, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 46, time: 3624.345578432083, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 47, time: 3695.075756549835, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 48, time: 3768.16375374794, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 49, time: 3847.9679458141327, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 50, time: 3925.8515741825104, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 51, time: 4005.652259349823, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 52, time: 4084.905930042267, current best obj: -41451.0.
Starting label pr__ei, seed 925942031, iteration 53, time: 4168.320615053177, current best obj: -40638.0.
Starting label pr__ei, seed 925942031, iteration 54, time: 4243.073110103607, current best obj: -40638.0.
Starting label pr__ei, seed 925942031, iteration 55, time: 4314.9402551651, current best obj: -40638.0.
Starting label pr__ei, seed 925942031, iteration 56, time: 4395.433900117874, current best obj: -40638.0.
Starting label pr__ei, seed 925942031, iteration 57, time: 4480.012617349625, current best obj: -40638.0.
Starting label pr__ei, seed 925942031, iteration 58, time: 4569.485850811005, current best obj: -40638.0.
Starting label pr__ei, seed 925942031, iteration 59, time: 4663.536000490189, current best obj: -40638.0.
