Starting label pr__ei, seed 25595660, iteration 0, time: 0.0001361370086669922, current best obj: -140166.0.
Starting label pr__ei, seed 25595660, iteration 1, time: 38.524800300598145, current best obj: -140166.0.
Starting label pr__ei, seed 25595660, iteration 2, time: 76.53630709648132, current best obj: -140166.0.
Starting label pr__ei, seed 25595660, iteration 3, time: 114.62391805648804, current best obj: -140166.0.
Starting label pr__ei, seed 25595660, iteration 4, time: 152.8693265914917, current best obj: -131400.0.
Starting label pr__ei, seed 25595660, iteration 5, time: 191.2536816596985, current best obj: -131400.0.
Starting label pr__ei, seed 25595660, iteration 6, time: 229.71220898628235, current best obj: -117180.0.
Starting label pr__ei, seed 25595660, iteration 7, time: 268.10999846458435, current best obj: -61572.0.
Starting label pr__ei, seed 25595660, iteration 8, time: 306.4953947067261, current best obj: -51000.0.
Starting label pr__ei, seed 25595660, iteration 9, time: 344.92144203186035, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 10, time: 383.47243881225586, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 11, time: 422.00277066230774, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 12, time: 460.5833988189697, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 13, time: 498.7133324146271, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 14, time: 536.8671760559082, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 15, time: 575.5260632038116, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 16, time: 613.7921068668365, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 17, time: 652.4240219593048, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 18, time: 691.1746511459351, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 19, time: 730.2986443042755, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 20, time: 769.5916590690613, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 21, time: 808.9559681415558, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 22, time: 848.5275406837463, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 23, time: 893.5058870315552, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 24, time: 938.6400573253632, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 25, time: 983.6844656467438, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 26, time: 1029.025934457779, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 27, time: 1074.6296772956848, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 28, time: 1120.1884651184082, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 29, time: 1165.992956161499, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 30, time: 1211.7072079181671, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 31, time: 1258.0929148197174, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 32, time: 1304.0932924747467, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 33, time: 1349.8418145179749, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 34, time: 1395.9831562042236, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 35, time: 1442.231453180313, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 36, time: 1488.8654441833496, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 37, time: 1535.7805366516113, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 38, time: 1582.9276013374329, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 39, time: 1629.7817177772522, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 40, time: 1677.7377371788025, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 41, time: 1725.8386721611023, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 42, time: 1774.5413508415222, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 43, time: 1822.7113978862762, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 44, time: 1871.5315670967102, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 45, time: 1920.77956366539, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 46, time: 1970.0231680870056, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 47, time: 2019.3668465614319, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 48, time: 2068.7329149246216, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 49, time: 2116.424491882324, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 50, time: 2164.2828636169434, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 51, time: 2212.880672454834, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 52, time: 2260.416971921921, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 53, time: 2307.8463022708893, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 54, time: 2355.454639196396, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 55, time: 2403.467960834503, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 56, time: 2452.1199159622192, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 57, time: 2500.883690595627, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 58, time: 2549.7534029483795, current best obj: -41451.0.
Starting label pr__ei, seed 25595660, iteration 59, time: 2598.827579498291, current best obj: -41451.0.
