Starting label pr__ei, seed 225020144, iteration 0, time: 0.00013566017150878906, current best obj: -96368.0.
Starting label pr__ei, seed 225020144, iteration 1, time: 37.82429027557373, current best obj: -96368.0.
Starting label pr__ei, seed 225020144, iteration 2, time: 75.28040719032288, current best obj: -59172.0.
Starting label pr__ei, seed 225020144, iteration 3, time: 113.00923442840576, current best obj: -59172.0.
Starting label pr__ei, seed 225020144, iteration 4, time: 150.82344365119934, current best obj: -59172.0.
Starting label pr__ei, seed 225020144, iteration 5, time: 188.7826385498047, current best obj: -59172.0.
Starting label pr__ei, seed 225020144, iteration 6, time: 226.47069430351257, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 7, time: 264.97186756134033, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 8, time: 302.8105309009552, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 9, time: 340.88615250587463, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 10, time: 378.89647364616394, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 11, time: 416.84845495224, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 12, time: 455.0804159641266, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 13, time: 493.2238676548004, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 14, time: 531.2637326717377, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 15, time: 569.7363924980164, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 16, time: 608.1189031600952, current best obj: -41504.0.
Starting label pr__ei, seed 225020144, iteration 17, time: 646.4918458461761, current best obj: -40312.0.
Starting label pr__ei, seed 225020144, iteration 18, time: 685.0055508613586, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 19, time: 723.4627521038055, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 20, time: 761.912725687027, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 21, time: 800.591958284378, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 22, time: 839.2134070396423, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 23, time: 883.2082326412201, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 24, time: 927.5410177707672, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 25, time: 972.3620471954346, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 26, time: 1019.1240899562836, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 27, time: 1067.2737426757812, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 28, time: 1114.4134957790375, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 29, time: 1163.3221640586853, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 30, time: 1212.0839865207672, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 31, time: 1259.8227183818817, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 32, time: 1306.252703666687, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 33, time: 1355.2713718414307, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 34, time: 1402.1691963672638, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 35, time: 1449.5652725696564, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 36, time: 1496.3186872005463, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 37, time: 1543.8216891288757, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 38, time: 1590.775958776474, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 39, time: 1640.171841621399, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 40, time: 1690.4661118984222, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 41, time: 1739.6354591846466, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 42, time: 1789.5428340435028, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 43, time: 1839.99223446846, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 44, time: 1890.1533434391022, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 45, time: 1941.5447926521301, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 46, time: 1993.4024267196655, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 47, time: 2044.3528990745544, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 48, time: 2095.603769302368, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 49, time: 2146.4447824954987, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 50, time: 2194.3670501708984, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 51, time: 2241.2052047252655, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 52, time: 2287.9380192756653, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 53, time: 2335.065850019455, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 54, time: 2382.2395870685577, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 55, time: 2430.600754261017, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 56, time: 2480.4700503349304, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 57, time: 2529.5038645267487, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 58, time: 2578.630675315857, current best obj: -40196.0.
Starting label pr__ei, seed 225020144, iteration 59, time: 2628.2045574188232, current best obj: -40196.0.
